m	n	num_buckets	batch	rule	threads	grouping	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
80	1000	10	8	Plurality	1	True	(37,)	15.43192463786203	15.431924637862126	0	0.13495421409606934	0.01305389404296875	0.29967308044433594	0.6041164398193359
80	1000	10	8	2-approval	1	True	(37,)	30.86384927572458	30.863849275724252	0	0.13696503639221191	0.012820720672607422	0.296795129776001	0.6024863719940186
80	1000	10	8	Borda	1	True	(28,)	41791.424772705635	41279.42477270562	23	0.1374039649963379	0.012726545333862305	2.4451053142547607	3.177248477935791
40	1000	5	2	Plurality	1	True	(26,)	28.06857961482912	28.06857961482954	1	0.051796674728393555	0.007445096969604492	0.208021879196167	0.33747172355651855
40	1000	5	2	2-approval	1	True	(26,)	56.91840922966082	55.91840922965908	2	0.05113649368286133	0.007233381271362305	0.20516371726989746	0.33361363410949707
40	1000	5	2	Borda	1	True	(19,)	20247.75814684393	20079.75814684395	10	0.051796674728393555	0.007547855377197266	0.9399325847625732	1.1926438808441162
80	1000	5	5	Plurality	1	True	(61,)	14.352995785526081	14.352995785527042	0	0.10385727882385254	0.0134429931640625	1.254859209060669	1.515516996383667
80	1000	5	5	2-approval	1	True	(61,)	28.705991571053882	28.705991571054085	0	0.10260677337646484	0.013336181640625	1.238107442855835	1.4975087642669678
80	1000	5	5	Borda	1	True	(67,)	40999.45997054768	40999.45997054766	0	0.10423898696899414	0.01425933837890625	5.635005950927734	6.35748815536499
80	1000	10	1	Plurality	1	True	(69,)	15.091552024364336	15.091552024364494	0	0.1364450454711914	0.013031721115112305	0.2987687587738037	0.6048998832702637
80	1000	10	1	2-approval	1	True	(69,)	30.18310404872947	30.18310404872899	0	0.1355907917022705	0.0129852294921875	0.29601216316223145	0.6021478176116943
80	1000	10	1	Borda	1	True	(29,)	41232.289799414	40919.289799414	15	0.13727450370788574	0.013073444366455078	2.54496693611145	3.2991786003112793
40	1000	5	4	Plurality	1	True	(5,)	28.524312076811704	28.52431207681198	0	0.052370548248291016	0.007556915283203125	0.20853328704833984	0.34084463119506836
40	1000	5	4	2-approval	1	True	(5,)	57.74862415362542	56.748624153623965	1	0.05147290229797363	0.007319927215576172	0.20584774017333984	0.3351764678955078
40	1000	5	4	Borda	1	True	(0,)	20269.446035442128	20196.446035442113	6	0.05185842514038086	0.007490634918212891	0.9257380962371826	1.1785657405853271
20	1000	5	7	Plurality	1	True	(13,)	63.4472023809539	57.44720238095228	17	0.026718616485595703	0.004217863082885742	0.041483402252197266	0.10707998275756836
20	1000	5	7	2-approval	1	True	(13,)	122.29484335839695	113.29484335839577	26	0.026584863662719727	0.00426173210144043	0.043955326080322266	0.10927486419677734
20	1000	5	7	Borda	1	True	(13,)	9858.117002063997	9790.117002064011	8	0.026392698287963867	0.0045337677001953125	0.18973350524902344	0.29335856437683105
80	1000	5	7	Plurality	1	True	(22,)	14.537455748370043	14.537455748370967	0	0.10304474830627441	0.013479948043823242	1.2131633758544922	1.473695993423462
80	1000	5	7	2-approval	1	True	(22,)	30.049911496741814	29.049911496741935	1	0.10280466079711914	0.013337135314941406	1.218651533126831	1.4808292388916016
80	1000	5	7	Borda	1	True	(15,)	41315.230543783975	41285.23054378399	1	0.10247397422790527	0.014068365097045898	5.538684606552124	6.250739812850952
80	1000	10	3	Plurality	1	True	(68,)	14.609539696414629	14.609539696414686	0	0.13502025604248047	0.01312708854675293	0.30643320083618164	0.6128840446472168
80	1000	10	3	2-approval	1	True	(68,)	29.219079392829638	29.21907939282937	2	0.13684415817260742	0.013154029846191406	0.30246448516845703	0.6126716136932373
80	1000	10	3	Borda	1	True	(15,)	41153.3775261675	41126.37752616748	2	0.1377263069152832	0.013192415237426758	2.565789222717285	3.313835382461548
40	1000	5	6	Plurality	1	True	(5,)	28.356712107336175	28.356712107336996	1	0.051848411560058594	0.00737762451171875	0.19971513748168945	0.3291046619415283
40	1000	5	6	2-approval	1	True	(5,)	56.774413225664944	56.774413225663004	4	0.05404472351074219	0.007414102554321289	0.19813275337219238	0.33077216148376465
40	1000	5	6	Borda	1	True	(3,)	20072.541538099063	20072.5415380991	0	0.05234718322753906	0.007684946060180664	0.9336757659912109	1.1904051303863525
20	1000	5	9	Plurality	1	True	(4,)	54.14781746031836	54.14781746031731	0	0.026432275772094727	0.004378557205200195	0.04317474365234375	0.10956668853759766
20	1000	5	9	2-approval	1	True	(11,)	111.31349624060223	109.31349624060124	2	0.026353120803833008	0.004300117492675781	0.04650306701660156	0.11238312721252441
20	1000	5	9	Borda	1	True	(18,)	9867.28586865922	9773.2858686592	10	0.02671957015991211	0.0045244693756103516	0.18843555450439453	0.2927534580230713
80	1000	5	0	Plurality	1	True	(36,)	14.635961984813434	14.635961984814292	0	0.1029512882232666	0.013311147689819336	1.2140753269195557	1.474189281463623
80	1000	5	0	2-approval	1	True	(36,)	29.27192396962847	29.271923969628585	0	0.10168766975402832	0.013297557830810547	1.2183256149291992	1.4774188995361328
80	1000	5	0	Borda	1	True	(40,)	41967.70315057002	41154.703150570065	27	0.10302066802978516	0.014101982116699219	5.58044171333313	6.287003517150879
80	1000	5	9	Plurality	1	True	(72,)	14.50881009293114	14.508810092932062	0	0.10273122787475586	0.01335453987121582	1.2277262210845947	1.4907171726226807
80	1000	5	9	2-approval	1	True	(72,)	29.017620185864203	29.017620185864125	1	0.10299825668334961	0.013396263122558594	1.2215683460235596	1.4833440780639648
80	1000	5	9	Borda	1	True	(28,)	41041.97981357446	41041.97981357443	0	0.10279607772827148	0.014131784439086914	5.459000110626221	6.174695014953613
20	1000	5	2	Plurality	1	True	(12,)	58.087698412699574	57.08769841269832	6	0.02929854393005371	0.0045359134674072266	0.04436445236206055	0.1153874397277832
20	1000	5	2	2-approval	1	True	(12,)	114.61197577276606	113.61197577276504	5	0.02619004249572754	0.00424647331237793	0.04546189308166504	0.11056208610534668
20	1000	5	2	Borda	1	True	(10,)	9811.295086627777	9742.295086627759	9	0.026682376861572266	0.00455927848815918	0.19176530838012695	0.2961769104003906
80	1000	20	3	Plurality	1	True	(70,)	19.097147817460396	17.09714781746031	14	0.1965036392211914	0.01244211196899414	0.09460258483886719	0.5040743350982666
80	1000	20	3	2-approval	1	True	(70,)	33.565656394414425	32.5656563944143	8	0.20063996315002441	0.012238502502441406	0.09835672378540039	0.507521390914917
80	1000	20	3	Borda	1	True	(66,)	41818.72622317991	41441.72622317991	43	0.19563984870910645	0.010945796966552734	1.2249541282653809	1.9769744873046875
80	1000	5	2	Plurality	1	True	(39,)	14.443967907484277	14.44396790748508	0	0.1040799617767334	0.013535261154174805	1.198362112045288	1.463714838027954
80	1000	5	2	2-approval	1	True	(39,)	29.801824703859015	28.801824703859047	2	0.10639572143554688	0.013302087783813477	1.1696686744689941	1.4326088428497314
80	1000	5	2	Borda	1	True	(9,)	41004.85515342657	40943.85515342655	2	0.10306215286254883	0.01441645622253418	5.604546308517456	6.321807384490967
10	1000	5	8	Plurality	1	True	(5,)	112.73333333333322	111.73333333333318	5	0.013542413711547852	0.0022721290588378906	0.009800434112548828	0.04256582260131836
10	1000	5	8	2-approval	1	True	(7,)	213.9940740740728	213.99407407407372	5	0.015671491622924805	0.0022420883178710938	0.012148141860961914	0.047876834869384766
10	1000	5	8	Borda	1	True	(8,)	4604.911904761894	4596.911904761902	4	0.013706445693969727	0.0028645992279052734	0.0451509952545166	0.09232306480407715
40	1000	5	1	Plurality	1	True	(21,)	28.850821574258326	28.850821574258948	2	0.056455135345458984	0.007339000701904297	0.20958352088928223	0.3449234962463379
40	1000	5	1	2-approval	1	True	(21,)	59.60164314851935	57.6016431485179	7	0.05181598663330078	0.007280111312866211	0.2055821418762207	0.334871768951416
40	1000	5	1	Borda	1	True	(21,)	20235.942177679593	20180.942177679583	5	0.05166339874267578	0.007535457611083984	0.919776439666748	1.171882152557373
20	1000	5	4	Plurality	1	True	(18,)	56.80769841269978	56.807698412698244	6	0.026195764541625977	0.0042781829833984375	0.04411029815673828	0.10959219932556152
20	1000	5	4	2-approval	1	True	(18,)	115.30643692564846	113.30643692564715	10	0.026407718658447266	0.004308938980102539	0.045351505279541016	0.11213827133178711
20	1000	5	4	Borda	1	True	(11,)	9809.542666408697	9721.542666408666	11	0.02663397789001465	0.0045757293701171875	0.19128704071044922	0.29564666748046875
80	1000	20	5	Plurality	1	True	(41,)	17.15849702380965	17.158497023809506	3	0.1961989402770996	0.012704133987426758	0.09473514556884766	0.5053420066833496
80	1000	20	5	2-approval	1	True	(41,)	33.314218279083924	33.31421827908375	3	0.20087909698486328	0.012239217758178711	0.0977640151977539	0.5055122375488281
80	1000	20	5	Borda	1	True	(22,)	40939.63726268524	40913.63726268524	4	0.19859981536865234	0.012013912200927734	1.361095666885376	2.1656579971313477
10	1000	5	1	Plurality	1	True	(7,)	115.03000000000002	109.02999999999993	17	0.01352071762084961	0.002276897430419922	0.010071754455566406	0.04290270805358887
10	1000	5	1	2-approval	1	True	(7,)	226.91370370370228	214.9137037037037	51	0.013571739196777344	0.0021097660064697266	0.011670351028442383	0.04433703422546387
10	1000	5	1	Borda	1	True	(7,)	4708.009325396822	4626.009325396828	30	0.013535499572753906	0.0028204917907714844	0.043478965759277344	0.08893513679504395
80	1000	5	4	Plurality	1	True	(65,)	14.511885232158473	14.511885232159667	0	0.10338854789733887	0.01340484619140625	1.2147984504699707	1.476928472518921
80	1000	5	4	2-approval	1	True	(65,)	29.99877046431831	28.998770464319335	3	0.10289907455444336	0.01319122314453125	1.187422275543213	1.4465854167938232
80	1000	5	4	Borda	1	True	(9,)	40852.30514668381	40731.30514668383	5	0.10371184349060059	0.01432490348815918	5.6069183349609375	6.331871271133423
20	1000	5	6	Plurality	1	True	(15,)	56.72599206349301	56.72599206349195	0	0.026295185089111328	0.004310131072998047	0.0437777042388916	0.10936522483825684
20	1000	5	6	2-approval	1	True	(18,)	112.70107978279093	111.70107978279003	7	0.026334047317504883	0.004212141036987305	0.04581761360168457	0.11132574081420898
20	1000	5	6	Borda	1	True	(18,)	9952.93416190363	9824.934161903624	18	0.026807069778442383	0.004528045654296875	0.187056303024292	0.2906057834625244
80	1000	20	7	Plurality	1	True	(74,)	18.627782738095334	17.627782738095227	21	0.19653892517089844	0.012444734573364258	0.09504342079162598	0.5010192394256592
80	1000	20	7	2-approval	1	True	(74,)	34.977938893912075	32.97793889391197	22	0.19742441177368164	0.01196432113647461	0.0959169864654541	0.4955158233642578
80	1000	20	7	Borda	1	True	(8,)	41846.27996126622	41059.27996126622	80	0.19790434837341309	0.01133418083190918	1.2944700717926025	2.068755626678467
10	1000	5	3	Plurality	1	True	(3,)	116.37500000000026	114.37499999999987	3	0.013664484024047852	0.0022573471069335938	0.009806156158447266	0.042611122131347656
10	1000	5	3	2-approval	1	True	(3,)	222.46851851851787	219.46851851851847	8	0.013705968856811523	0.002124786376953125	0.012110471725463867	0.04536724090576172
10	1000	5	3	Borda	1	True	(3,)	4654.035515873025	4640.035515873018	4	0.013668537139892578	0.0029180049896240234	0.04489588737487793	0.09117007255554199
80	1000	5	6	Plurality	1	True	(8,)	14.243338068771104	14.243338068772431	0	0.10307502746582031	0.013530969619750977	1.212339162826538	1.4753615856170654
80	1000	5	6	2-approval	1	True	(8,)	29.461676137544334	28.461676137544863	1	0.10320711135864258	0.013388395309448242	1.2063159942626953	1.4679808616638184
80	1000	5	6	Borda	1	True	(25,)	41231.50022472967	40905.50022472975	11	0.10408759117126465	0.01420140266418457	5.604701995849609	6.318742275238037
80	1000	10	5	Plurality	1	True	(44,)	15.501340048839914	15.501340048840023	1	0.13694047927856445	0.013142824172973633	0.2957496643066406	0.6034014225006104
80	1000	10	5	2-approval	1	True	(44,)	31.00268009768041	31.002680097680045	2	0.13737201690673828	0.012908458709716797	0.29483938217163086	0.602222204208374
80	1000	10	5	Borda	1	True	(68,)	41472.04175324709	41457.041753247075	2	0.1356654167175293	0.012827873229980469	2.4553885459899902	3.1842432022094727
40	1000	5	8	Plurality	1	True	(9,)	27.546515914640647	27.546515914640842	0	0.051151275634765625	0.007425785064697266	0.2106482982635498	0.339827299118042
40	1000	5	8	2-approval	1	True	(9,)	55.93394092019212	54.93394092019078	1	0.05230998992919922	0.0073375701904296875	0.20949149131774902	0.3402571678161621
40	1000	5	8	Borda	1	True	(15,)	20218.353828776984	20079.35382877702	8	0.051703691482543945	0.007633686065673828	0.9378023147583008	1.1953258514404297
80	1000	20	0	Plurality	1	True	(61,)	21.272380952381006	19.27238095238094	22	0.19703269004821777	0.012387275695800781	0.0970315933227539	0.5020396709442139
80	1000	20	0	2-approval	1	True	(61,)	41.45467751657643	36.454677516576226	32	0.19860029220581055	0.0115509033203125	0.09390950202941895	0.48969602584838867
80	1000	20	0	Borda	1	True	(43,)	41111.05235590829	40970.05235590829	22	0.1972370147705078	0.0118408203125	1.3416647911071777	2.1364877223968506
20	1000	5	8	Plurality	1	True	(4,)	57.417440476191274	56.41744047619037	4	0.026555299758911133	0.004292488098144531	0.0437619686126709	0.10979843139648438
20	1000	5	8	2-approval	1	True	(4,)	110.80988095238133	109.8098809523808	7	0.026432037353515625	0.004317283630371094	0.04609107971191406	0.11197233200073242
20	1000	5	8	Borda	1	True	(18,)	9896.96282249742	9751.962822497417	19	0.02638411521911621	0.004405498504638672	0.18618988990783691	0.2897224426269531
80	1000	20	9	Plurality	1	True	(24,)	16.89805059523819	16.89805059523807	0	0.19683480262756348	0.012600898742675781	0.09318184852600098	0.5045020580291748
80	1000	20	9	2-approval	1	True	(64,)	33.78965378239914	31.789653782399007	5	0.2005159854888916	0.01208639144897461	0.09224772453308105	0.4971628189086914
80	1000	20	9	Borda	1	True	(50,)	41378.962676233765	41272.962676233765	15	0.1967301368713379	0.011533498764038086	1.3005549907684326	2.08073091506958
10	1000	5	5	Plurality	1	True	(1,)	126.05499999999982	115.05499999999991	33	0.013597488403320312	0.0021686553955078125	0.009318113327026367	0.04175615310668945
10	1000	5	5	2-approval	1	True	(1,)	220.12296296296176	216.1229629629628	10	0.013798236846923828	0.0021347999572753906	0.01131296157836914	0.04461026191711426
10	1000	5	5	Borda	1	True	(4,)	4699.1005952380965	4628.1005952380965	22	0.013973474502563477	0.002763509750366211	0.043833017349243164	0.09003925323486328
80	1000	5	8	Plurality	1	True	(63,)	13.76995934323635	13.769959343237364	0	0.10309815406799316	0.013483047485351562	1.1769435405731201	1.437023401260376
80	1000	5	8	2-approval	1	True	(63,)	27.539918686474476	27.539918686474728	0	0.10396170616149902	0.013585329055786133	1.2023601531982422	1.4661695957183838
80	1000	5	8	Borda	1	True	(45,)	40968.35307198371	40804.35307198371	7	0.11298394203186035	0.014129161834716797	5.53769850730896	6.266932249069214
80	1000	10	7	Plurality	1	True	(25,)	16.281711604367686	15.281711604367834	2	0.13764023780822754	0.013095378875732422	0.30831289291381836	0.6183936595916748
80	1000	10	7	2-approval	1	True	(25,)	31.563423208735994	30.563423208735667	5	0.13593673706054688	0.01293635368347168	0.30242228507995605	0.6106479167938232
80	1000	10	7	Borda	1	True	(25,)	41368.53424005483	40762.534240054825	29	0.1395249366760254	0.012977838516235352	2.5238680839538574	3.274578809738159
20	1000	5	1	Plurality	1	True	(4,)	55.32178571428686	55.32178571428563	2	0.026236772537231445	0.004275798797607422	0.04318404197692871	0.10894918441772461
20	1000	5	1	2-approval	1	True	(9,)	110.7606829573941	109.76068295739319	2	0.02614593505859375	0.0042836666107177734	0.0460205078125	0.11135029792785645
20	1000	5	1	Borda	1	True	(9,)	10005.924548503623	9790.92454850361	32	0.02645134925842285	0.004491090774536133	0.18753433227539062	0.2906479835510254
80	1000	20	2	Plurality	1	True	(6,)	18.188630952381025	17.18863095238095	3	0.19522714614868164	0.012546539306640625	0.0944831371307373	0.5012071132659912
80	1000	20	2	2-approval	1	True	(6,)	32.86966696805317	31.869666968053043	1	0.19650530815124512	0.012234926223754883	0.09649276733398438	0.5004067420959473
80	1000	20	2	Borda	1	True	(10,)	41084.01664757012	40839.01664757012	26	0.19857168197631836	0.011983633041381836	1.3828814029693604	2.1949164867401123
