m	n	equiv_phi	batch	rule	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
10	1000	0.5	2	Borda	(4,)	4603.291193124628	4594.291193124623	1	0.0032494068145751953	0.0034360885620117188	0.787696123123169	0.8227708339691162
10	100	0.5	5	Plurality	(6,)	12.892473118279488	11.89247311827957	1	0.0003323554992675781	0.00026416778564453125	0.0017392635345458984	0.0037384033203125
10	100	0.5	5	2-approval	(6,)	22.49732856626363	22.497328566263604	0	0.0003294944763183594	0.00033736228942871094	0.009840726852416992	0.012265682220458984
10	100	0.5	5	Borda	(1,)	466.0937230756978	466.09372307569794	0	0.0003254413604736328	0.0003578662872314453	0.0775914192199707	0.08102965354919434
40	1000	0.5	7	Plurality	(14,)	33.80949355468449	31.809493554685808	2	0.01249074935913086	0.007035970687866211	0.06782341003417969	0.15433025360107422
40	1000	0.5	7	2-approval	(14,)	60.03483644599659	59.03483644599767	1	0.012566804885864258	0.007925748825073242	0.4140293598175049	0.5159010887145996
40	1000	0.5	7	Borda	(38,)	20156.869206288462	20000.869206288397	4	0.012634515762329102	0.009834527969360352	36.522480726242065	36.75208282470703
10	10000	0.5	8	Plurality	(4,)	1050.6177908113218	1036.617790811338	14	0.0324549674987793	0.02376389503479004	0.17068958282470703	0.3638274669647217
10	10000	0.5	8	2-approval	(4,)	2065.0602751203055	2049.0602751204683	16	0.03450894355773926	0.032073020935058594	0.9882407188415527	1.2825725078582764
10	10000	0.5	8	Borda	(3,)	45494.779896256005	45350.779896256085	16	0.03204774856567383	0.0346827507019043	7.930667161941528	8.311577081680298
20	1000	0.5	7	Plurality	(11,)	56.73520635147445	56.73520635147686	0	0.0062940120697021484	0.0038497447967529297	0.033760786056518555	0.0735783576965332
20	1000	0.5	7	2-approval	(4,)	114.5764320479519	111.57643204795305	3	0.006373882293701172	0.0047686100006103516	0.20033550262451172	0.24728059768676758
20	1000	0.5	7	Borda	(5,)	9806.735729874044	9730.73572987406	4	0.006388425827026367	0.0053789615631103516	5.15440034866333	5.237205743789673
10	1000	0.5	4	Plurality	(5,)	109.83577712609372	108.8357771260997	1	0.0031995773315429688	0.002376556396484375	0.017373085021972656	0.03760027885437012
10	1000	0.5	4	2-approval	(5,)	217.61954307291927	215.61954307292268	2	0.0032672882080078125	0.0032167434692382812	0.09992575645446777	0.12451481819152832
10	1000	0.5	4	Borda	(5,)	4607.739908842988	4607.739908842976	0	0.0032143592834472656	0.003449678421020508	0.7826807498931885	0.8164668083190918
40	1000	0.5	0	Plurality	(26,)	30.870338118537596	29.870338118539465	1	0.012826919555664062	0.007355213165283203	0.06726765632629395	0.1553354263305664
40	1000	0.5	0	2-approval	(38,)	56.47404229988466	56.47404229988507	0	0.012534379959106445	0.008133411407470703	0.41890788078308105	0.5227828025817871
40	1000	0.5	0	Borda	(38,)	20405.497776776752	20288.497776776727	3	0.012602806091308594	0.009727239608764648	36.70153450965881	36.9308295249939
80	1000	0.5	1	Plurality	(59,)	15.959032847942229	15.959032847942781	0	0.024981260299682617	0.014063358306884766	0.13607096672058105	0.32846713066101074
80	1000	0.5	1	2-approval	(45,)	32.07895550582444	32.07895550582442	0	0.025147199630737305	0.013736486434936523	0.868556022644043	1.0957260131835938
80	1000	0.5	1	Borda	(27,)	42139.29098970596	41349.2909897058	10	0.025077104568481445	0.019594907760620117	276.4700598716736	277.19967889785767
40	1000	0.5	9	Plurality	(29,)	38.116578223136	34.116578223137424	4	0.012603521347045898	0.007001161575317383	0.0677938461303711	0.15488147735595703
40	1000	0.5	9	2-approval	(29,)	68.16943749740017	63.169437497400615	5	0.012559175491333008	0.008273124694824219	0.4144551753997803	0.5175676345825195
40	1000	0.5	9	Borda	(24,)	20473.087733832595	20356.08773383257	3	0.01264810562133789	0.009740352630615234	36.51439142227173	36.7466721534729
10	10000	0.5	1	Plurality	(2,)	1073.6207233626717	1045.6207233626594	28	0.03262901306152344	0.023488998413085938	0.17052388191223145	0.36806774139404297
10	10000	0.5	1	2-approval	(2,)	2109.589121439785	2064.589121439854	45	0.032442569732666016	0.03194308280944824	0.9904091358184814	1.2309679985046387
10	10000	0.5	1	Borda	(2,)	45795.323428970354	45435.32342897015	40	0.03265023231506348	0.034380435943603516	7.966055154800415	8.344680309295654
20	1000	0.5	0	Plurality	(13,)	58.35574088643855	58.35574088644095	0	0.006404399871826172	0.003991603851318359	0.034468889236450195	0.07357048988342285
20	1000	0.5	0	2-approval	(13,)	116.67347454604544	114.67347454604567	2	0.006423473358154297	0.004799365997314453	0.20116686820983887	0.24857616424560547
20	1000	0.5	0	Borda	(11,)	9854.444232764088	9778.4442327641	4	0.006376028060913086	0.005366086959838867	5.088809251785278	5.171447992324829
10	1000	0.5	6	Plurality	(5,)	114.51319648093296	110.51319648093839	4	0.0032188892364501953	0.0024204254150390625	0.017621994018554688	0.037162065505981445
10	1000	0.5	6	2-approval	(5,)	217.2354821493103	214.23548214931233	3	0.0032067298889160156	0.003191709518432617	0.09953713417053223	0.12370157241821289
10	1000	0.5	6	Borda	(5,)	4604.815649374886	4604.815649374877	0	0.003221273422241211	0.0034835338592529297	0.783804178237915	0.8188333511352539
40	1000	0.5	2	Plurality	(39,)	30.348776841665263	30.348776841666485	0	0.012652397155761719	0.006987333297729492	0.06929802894592285	0.1579582691192627
40	1000	0.5	2	2-approval	(39,)	59.07418370720741	59.07418370720858	0	0.012784242630004883	0.00808405876159668	0.4156324863433838	0.52386474609375
40	1000	0.5	2	Borda	(2,)	20181.071258975477	20103.071258975444	2	0.012660741806030273	0.009705781936645508	36.70208811759949	36.93780541419983
10	10000	0.5	3	Plurality	(5,)	1033.2834799608822	1029.283479960899	4	0.03244519233703613	0.023552417755126953	0.1714160442352295	0.3694629669189453
10	10000	0.5	3	2-approval	(5,)	2066.575112911795	2043.5751129119224	23	0.03229045867919922	0.031848907470703125	0.9884274005889893	1.2652606964111328
10	10000	0.5	3	Borda	(5,)	45440.502616458594	45278.50261645805	18	0.03369593620300293	0.035738229751586914	7.984246492385864	8.33268928527832
10	1000	0.1	4	Plurality	(2,)	116.24263227802581	113.24263227802496	3	0.0032172203063964844	0.0024073123931884766	0.017200231552124023	0.03702569007873535
10	1000	0.1	4	2-approval	(1,)	219.92787281705176	213.92787281705228	6	0.003231525421142578	0.003208637237548828	0.09901022911071777	0.12366318702697754
10	1000	0.1	4	Borda	(3,)	4577.95778718662	4577.957787186634	0	0.003216266632080078	0.0034432411193847656	0.784395694732666	0.8192939758300781
10	1000	0.9	6	Plurality	(9,)	101.85283351404624	101.85283351404077	0	0.0032172203063964844	0.0024089813232421875	0.017114639282226562	0.0368499755859375
10	1000	0.9	6	2-approval	(9,)	203.2309895453456	203.23098954534598	0	0.003210306167602539	0.003217935562133789	0.09973764419555664	0.12404060363769531
10	1000	0.9	6	Borda	(2,)	4531.90078278086	4531.900782780871	0	0.003229379653930664	0.0035011768341064453	0.7866413593292236	0.821251392364502
40	1000	0.5	4	Plurality	(1,)	31.65751877350074	30.657518773502126	1	0.012547969818115234	0.006806850433349609	0.06860828399658203	0.15532684326171875
40	1000	0.5	4	2-approval	(1,)	61.28484455111597	60.284844551115775	1	0.012626886367797852	0.008138895034790039	0.41646385192871094	0.520371675491333
40	1000	0.5	4	Borda	(25,)	20133.98041166881	20133.980411668865	0	0.012661457061767578	0.009760856628417969	36.48342943191528	36.71579384803772
10	10000	0.5	5	Plurality	(0,)	1031.6041055718488	1019.6041055718473	12	0.033481597900390625	0.023353099822998047	0.17081761360168457	0.36820530891418457
10	10000	0.5	5	2-approval	(0,)	2076.1962112125448	2039.1962112126505	37	0.03313398361206055	0.03174948692321777	0.9884836673736572	1.2838091850280762
10	10000	0.5	5	Borda	(0,)	45315.49092523099	45171.49092523123	16	0.0322575569152832	0.03524637222290039	8.018916130065918	8.399197816848755
80	1000	0.5	8	Plurality	(79,)	17.529609349462035	17.529609349462625	0	0.025053977966308594	0.012989521026611328	0.13474774360656738	0.3255441188812256
80	1000	0.5	8	2-approval	(47,)	35.40747744403622	34.40747744403645	1	0.025889158248901367	0.013889551162719727	0.8626053333282471	1.09891676902771
80	1000	0.5	8	Borda	(30,)	41403.70284649224	41008.70284649221	5	0.02495121955871582	0.019808292388916016	278.524897813797	279.2748770713806
10	1000	0.1	6	Plurality	(9,)	116.86399359748823	113.863993597487	3	0.003312349319458008	0.002404928207397461	0.01685953140258789	0.036521196365356445
10	1000	0.1	6	2-approval	(9,)	223.4171964547593	218.417196454758	5	0.0032148361206054688	0.003102540969848633	0.0987393856048584	0.12283515930175781
10	1000	0.1	6	Borda	(7,)	4667.698394612211	4631.698394612207	4	0.0032155513763427734	0.0034379959106445312	0.7810556888580322	0.8153855800628662
10	1000	0.9	8	Plurality	(9,)	102.73468584791895	101.73468584791428	1	0.003227710723876953	0.0023946762084960938	0.016986608505249023	0.0369415283203125
10	1000	0.9	8	2-approval	(9,)	204.0720140452792	203.07201404528152	1	0.003215312957763672	0.0031828880310058594	0.09962916374206543	0.1246190071105957
10	1000	0.9	8	Borda	(9,)	4544.28786211954	4526.287862119549	2	0.0032279491424560547	0.003378629684448242	0.7933051586151123	0.8276882171630859
10	1000	0.5	1	Plurality	(0,)	106.99511241446046	106.99511241446733	0	0.0032541751861572266	0.002368927001953125	0.017090797424316406	0.037429094314575195
10	1000	0.5	1	2-approval	(7,)	213.3023856391017	212.30238563910623	1	0.0032155513763427734	0.003178834915161133	0.09929203987121582	0.12419486045837402
10	1000	0.5	1	Borda	(0,)	4585.383879767571	4576.383879767579	1	0.0032167434692382812	0.00345611572265625	0.7818319797515869	0.8159525394439697
10	100	0.5	7	Plurality	(8,)	11.215053763440789	11.215053763440855	0	0.0003268718719482422	0.00024700164794921875	0.0016667842864990234	0.0035991668701171875
10	100	0.5	7	2-approval	(6,)	23.528209307263722	22.528209307263655	1	0.0003314018249511719	0.0003273487091064453	0.00965571403503418	0.012086153030395508
10	100	0.5	7	Borda	(6,)	475.0994799677819	475.099479967782	0	0.00033164024353027344	0.00035262107849121094	0.07777142524719238	0.08121609687805176
40	1000	0.5	6	Plurality	(30,)	32.07040213353848	32.0704021335396	0	0.012703180313110352	0.007328510284423828	0.06760430335998535	0.15700697898864746
40	1000	0.5	6	2-approval	(18,)	61.897166080173264	60.89716608017436	1	0.012579679489135742	0.008028984069824219	0.42133498191833496	0.524773120880127
40	1000	0.5	6	Borda	(3,)	20399.759188441654	20399.759188441643	0	0.012617826461791992	0.00979757308959961	36.15557265281677	36.383819341659546
10	10000	0.5	7	Plurality	(3,)	1024.5425219941092	1018.5425219941335	6	0.032332658767700195	0.024702787399291992	0.17353010177612305	0.40458106994628906
10	10000	0.5	7	2-approval	(3,)	2062.000218076219	2038.0002180763142	24	0.03225445747375488	0.03190016746520996	0.9953908920288086	1.271042823791504
10	10000	0.5	7	Borda	(3,)	45506.3132935286	45299.31329352874	23	0.03233957290649414	0.03439593315124512	7.936129570007324	8.317393779754639
10	1000	0.9	1	Plurality	(6,)	101.40660285642014	101.40660285641493	0	0.003175497055053711	0.0025053024291992188	0.01699995994567871	0.03649711608886719
10	1000	0.9	1	2-approval	(6,)	202.4610878476319	202.46108784763197	0	0.003201007843017578	0.0032694339752197266	0.10017633438110352	0.12494540214538574
10	1000	0.9	1	Borda	(6,)	4523.4543729683355	4523.454372968346	0	0.0032699108123779297	0.0035254955291748047	0.7955515384674072	0.8307723999023438
10	1000	0.1	8	Plurality	(9,)	142.07151968170936	123.07151968170785	19	0.0032036304473876953	0.0023071765899658203	0.017002105712890625	0.03660178184509277
10	1000	0.1	8	2-approval	(9,)	229.41910613738804	225.41910613738776	4	0.0032896995544433594	0.00319671630859375	0.09996366500854492	0.12486076354980469
10	1000	0.1	8	Borda	(9,)	4724.470168288116	4679.470168288105	5	0.0032100677490234375	0.003442049026489258	0.774299144744873	0.8085675239562988
20	1000	0.5	9	Plurality	(12,)	54.50892115489742	54.50892115490052	0	0.006399393081665039	0.003866910934448242	0.034502267837524414	0.07374405860900879
20	1000	0.5	9	2-approval	(2,)	108.04177632795871	107.04177632796092	1	0.006423473358154297	0.004786252975463867	0.20398354530334473	0.25278735160827637
20	1000	0.5	9	Borda	(11,)	9735.687528644925	9735.687528644967	0	0.006331920623779297	0.005404233932495117	5.1225645542144775	5.208229064941406
10	100	0.5	0	Plurality	(9,)	12.687194525904154	12.6871945259042	0	0.0003304481506347656	0.0002522468566894531	0.0016694068908691406	0.003619670867919922
10	100	0.5	0	2-approval	(9,)	23.65911816861887	23.65911816861882	0	0.00032711029052734375	0.0003287792205810547	0.009708642959594727	0.012055397033691406
10	100	0.5	0	Borda	(2,)	487.6159409375945	478.61594093759476	1	0.000324249267578125	0.00034928321838378906	0.07656145095825195	0.0798330307006836
10	100	0.5	9	Plurality	(6,)	13.09481915933522	13.094819159335284	0	0.0003247261047363281	0.00024390220642089844	0.0016579627990722656	0.0035991668701171875
10	100	0.5	9	2-approval	(6,)	24.9800575032568	24.980057503256788	0	0.0003256797790527344	0.000324249267578125	0.009575843811035156	0.011907100677490234
10	100	0.5	9	Borda	(6,)	478.1351533721566	478.13515337215665	0	0.00032401084899902344	0.0003552436828613281	0.0768589973449707	0.08019828796386719
40	1000	0.5	8	Plurality	(3,)	32.58709805851321	31.587098058514616	1	0.012601852416992188	0.0069141387939453125	0.06885147094726562	0.15993332862854004
40	1000	0.5	8	2-approval	(3,)	60.92925113725734	60.92925113725841	0	0.012700796127319336	0.008101701736450195	0.4136795997619629	0.5161747932434082
40	1000	0.5	8	Borda	(3,)	20171.41019689186	20132.41019689187	1	0.01258540153503418	0.009809732437133789	36.644619941711426	36.873833656311035
10	10000	0.5	0	Plurality	(4,)	1025.832844574777	1021.832844574781	4	0.03257584571838379	0.024036407470703125	0.1718595027923584	0.40744662284851074
10	10000	0.5	0	2-approval	(4,)	2046.776385788297	2034.7763857884063	12	0.03285098075866699	0.032321929931640625	0.9973938465118408	1.280155897140503
10	10000	0.5	0	Borda	(4,)	45381.94679828532	45327.9467982849	6	0.03289508819580078	0.03563332557678223	8.004589557647705	8.355518817901611
80	1000	0.5	3	Plurality	(16,)	17.605443016097343	17.605443016098054	0	0.02573990821838379	0.013646841049194336	0.13567399978637695	0.3288741111755371
80	1000	0.5	3	2-approval	(16,)	33.42442192721546	33.42442192721499	0	0.025090456008911133	0.014025449752807617	0.8787136077880859	1.104811668395996
80	1000	0.5	3	Borda	(1,)	41163.446481681574	40926.44648168159	3	0.025043010711669922	0.01979804039001465	277.80107164382935	278.54623436927795
10	10000	0.5	9	Plurality	(8,)	1048.4799608993378	1030.4799608993173	18	0.03231644630432129	0.023526906967163086	0.17216229438781738	0.3680918216705322
10	10000	0.5	9	2-approval	(8,)	2092.435503956918	2050.435503957034	42	0.03265547752380371	0.03163957595825195	0.9866514205932617	1.2273187637329102
10	10000	0.5	9	Borda	(8,)	45847.416787661845	45415.41678766221	48	0.03244805335998535	0.03496599197387695	7.8930275440216064	8.241925954818726
10	1000	0.1	1	Plurality	(6,)	120.4041109260423	114.4041109260411	6	0.0032303333282470703	0.002361774444580078	0.016934871673583984	0.036597251892089844
10	1000	0.1	1	2-approval	(5,)	211.02917067919813	210.02917067919867	1	0.0032415390014648438	0.003264188766479492	0.09963202476501465	0.12446331977844238
10	1000	0.1	1	Borda	(2,)	4598.3866034280645	4571.386603428076	3	0.003239154815673828	0.003449678421020508	0.787590503692627	0.8223721981048584
10	1000	0.9	3	Plurality	(5,)	101.09110211062645	101.09110211062107	0	0.003233671188354492	0.002585887908935547	0.017163991928100586	0.03723621368408203
10	1000	0.9	3	2-approval	(5,)	201.881967785772	201.881967785775	0	0.0032007694244384766	0.0032389163970947266	0.09976387023925781	0.1239326000213623
10	1000	0.9	3	Borda	(5,)	4518.346533992926	4518.346533992921	0	0.0033376216888427734	0.003543376922607422	0.7898666858673096	0.8252353668212891
20	1000	0.5	2	Plurality	(4,)	68.61410867128943	62.61410867129186	6	0.006400585174560547	0.004216432571411133	0.03365612030029297	0.07298612594604492
20	1000	0.5	2	2-approval	(4,)	129.1485452998528	120.14854529985384	9	0.0064389705657958984	0.004820108413696289	0.2002272605895996	0.24830126762390137
20	1000	0.5	2	Borda	(4,)	9989.69974617289	9780.699746172895	11	0.0063440799713134766	0.005330085754394531	5.073133230209351	5.15512752532959
10	1000	0.5	8	Plurality	(2,)	104.90811339197958	104.90811339198433	0	0.0032224655151367188	0.002534627914428711	0.01717543601989746	0.03693270683288574
10	1000	0.5	8	2-approval	(2,)	210.9786744408884	208.9786744408921	2	0.0032002925872802734	0.0032854080200195312	0.09932327270507812	0.12433409690856934
10	1000	0.5	8	Borda	(2,)	4739.75067584132	4595.7506758413165	16	0.0032196044921875	0.003453493118286133	0.7833042144775391	0.8175570964813232
10	100	0.5	2	Plurality	(3,)	11.296187683284415	11.296187683284455	0	0.00032711029052734375	0.0002598762512207031	0.001653432846069336	0.0036330223083496094
10	100	0.5	2	2-approval	(3,)	22.154874290535002	22.154874290534906	0	0.00032520294189453125	0.00032806396484375	0.009736061096191406	0.012141227722167969
10	100	0.5	2	Borda	(3,)	476.0928496956898	467.09284969568955	1	0.00032711029052734375	0.00035452842712402344	0.07831406593322754	0.0817110538482666
40	1000	0.5	1	Plurality	(19,)	30.95548341835297	30.95548341835448	0	0.01252603530883789	0.007487058639526367	0.06886839866638184	0.1577155590057373
40	1000	0.5	1	2-approval	(19,)	59.07642225355883	59.07642225355963	0	0.012555837631225586	0.008216619491577148	0.4180922508239746	0.5224921703338623
40	1000	0.5	1	Borda	(19,)	20496.082144831347	20301.08214483138	5	0.012590885162353516	0.009766817092895508	36.34188747406006	36.572932958602905
10	10000	0.5	2	Plurality	(7,)	1016.2443792766348	1014.2443792766388	2	0.03288102149963379	0.0255124568939209	0.1698000431060791	0.3681662082672119
10	10000	0.5	2	2-approval	(7,)	2041.7806612300824	2029.7806612301504	12	0.033246517181396484	0.03184175491333008	0.9885363578796387	1.23048996925354
10	10000	0.5	2	Borda	(7,)	45361.53649674075	45271.53649673997	10	0.0325620174407959	0.035599708557128906	8.057290315628052	8.408705949783325
80	1000	0.5	5	Plurality	(3,)	16.911350445163674	16.911350445164455	0	0.02482461929321289	0.01267099380493164	0.14286279678344727	0.3377208709716797
80	1000	0.5	5	2-approval	(3,)	34.17300589156345	33.1730058915632	1	0.024985313415527344	0.013893604278564453	0.8626797199249268	1.0886149406433105
80	1000	0.5	5	Borda	(29,)	41978.53119551841	41504.53119551842	6	0.025620460510253906	0.01964545249938965	275.58515310287476	276.32274103164673
10	1000	0.1	3	Plurality	(3,)	116.36034275783747	114.36034275783668	2	0.003216266632080078	0.002430438995361328	0.016755342483520508	0.03666257858276367
10	1000	0.1	3	2-approval	(1,)	222.0919283115013	219.0919283115018	3	0.0032074451446533203	0.0031769275665283203	0.09746289253234863	0.12114787101745605
10	1000	0.1	3	Borda	(0,)	4660.776402962227	4597.776402962225	7	0.003206014633178711	0.0033674240112304688	0.7804231643676758	0.8160715103149414
10	1000	0.9	5	Plurality	(3,)	101.15547671755188	101.15547671754575	0	0.0032193660736083984	0.0023844242095947266	0.016870737075805664	0.03652811050415039
10	1000	0.9	5	2-approval	(3,)	202.15124323060377	202.15124323060607	0	0.003223896026611328	0.0032601356506347656	0.10005855560302734	0.12477874755859375
10	1000	0.9	5	Borda	(3,)	4525.260927573991	4525.260927573999	0	0.003210783004760742	0.0034360885620117188	0.7874011993408203	0.8222396373748779
20	1000	0.5	4	Plurality	(0,)	57.3069375104282	57.306937510430714	0	0.006438493728637695	0.0038428306579589844	0.03470730781555176	0.0751950740814209
20	1000	0.5	4	2-approval	(1,)	113.07027561872628	112.0702756187292	1	0.0064351558685302734	0.004698991775512695	0.20351243019104004	0.25182294845581055
20	1000	0.5	4	Borda	(1,)	10154.68663707293	9869.686637072919	15	0.0064351558685302734	0.00531768798828125	5.06718373298645	5.149021863937378
10	100	0.5	4	Plurality	(5,)	14.160312805474021	13.160312805474096	1	0.0003266334533691406	0.00024390220642089844	0.0016608238220214844	0.0036122798919677734
10	100	0.5	4	2-approval	(5,)	25.526608168676265	23.526608168676226	2	0.00032591819763183594	0.00032019615173339844	0.009703397750854492	0.01211404800415039
10	100	0.5	4	Borda	(9,)	475.9761443898832	475.9761443898831	0	0.00032591819763183594	0.0003674030303955078	0.0780789852142334	0.08143973350524902
10	10000	0.5	4	Plurality	(4,)	1018.718475073325	1018.7184750733154	0	0.032193899154663086	0.023531675338745117	0.1730027198791504	0.3683016300201416
10	10000	0.5	4	2-approval	(4,)	2029.5756982743244	2029.575698274419	0	0.032563209533691406	0.03173708915710449	0.9915642738342285	1.2311182022094727
10	10000	0.5	4	Borda	(8,)	45513.39493533989	45261.3949353399	28	0.03265881538391113	0.0350496768951416	7.9088897705078125	8.255813837051392
80	1000	0.5	7	Plurality	(75,)	16.849372005501543	16.84937200550207	0	0.025089025497436523	0.01317596435546875	0.13620686531066895	0.3327319622039795
80	1000	0.5	7	2-approval	(75,)	32.002828692735775	32.00282869273575	0	0.025382041931152344	0.013965368270874023	0.868072509765625	1.0965800285339355
80	1000	0.5	7	Borda	(16,)	41301.93182891215	41222.93182891216	1	0.025147676467895508	0.019876718521118164	278.04203510284424	278.79533791542053
10	1000	0.1	5	Plurality	(6,)	117.22668253472482	113.2266825347231	4	0.0032105445861816406	0.0025043487548828125	0.01708364486694336	0.03668832778930664
10	1000	0.1	5	2-approval	(6,)	217.19102512893687	212.1910251289362	5	0.003300189971923828	0.003124713897705078	0.0976412296295166	0.12238693237304688
10	1000	0.1	5	Borda	(4,)	4600.452572528828	4600.452572528838	0	0.0031974315643310547	0.003413677215576172	0.783134937286377	0.8176276683807373
10	1000	0.9	7	Plurality	(3,)	101.46298911731137	101.46298911730537	0	0.003212451934814453	0.0024292469024658203	0.01715230941772461	0.03688383102416992
10	1000	0.9	7	2-approval	(3,)	203.283111367426	202.28311136742835	1	0.0032062530517578125	0.0032186508178710938	0.09975457191467285	0.12428522109985352
10	1000	0.9	7	Borda	(3,)	4528.10757114825	4519.107571148258	1	0.003208637237548828	0.0034601688385009766	0.7887704372406006	0.8237571716308594
20	1000	0.5	6	Plurality	(7,)	55.24465965715126	55.24465965715359	0	0.006412506103515625	0.004081249237060547	0.03424334526062012	0.07458353042602539
20	1000	0.5	6	2-approval	(14,)	108.78139159249055	108.78139159249237	0	0.0063915252685546875	0.00489044189453125	0.20203280448913574	0.2504739761352539
20	1000	0.5	6	Borda	(14,)	9770.34559357168	9770.345593571672	0	0.006342172622680664	0.005415916442871094	5.125770092010498	5.208836555480957
10	1000	0.5	3	Plurality	(6,)	107.34408602150008	107.34408602150542	0	0.0032291412353515625	0.0023946762084960938	0.0169527530670166	0.036687612533569336
10	1000	0.5	3	2-approval	(6,)	213.93594297879972	211.93594297880566	2	0.0032656192779541016	0.0031986236572265625	0.09946203231811523	0.1239626407623291
10	1000	0.5	3	Borda	(6,)	4635.028182990525	4608.02818299052	3	0.003216981887817383	0.0034513473510742188	0.7856564521789551	0.8200442790985107
10	100	0.5	6	Plurality	(4,)	11.649071358748682	11.64907135874878	0	0.0003337860107421875	0.0002505779266357422	0.0016710758209228516	0.003679990768432617
10	100	0.5	6	2-approval	(4,)	23.456330236268425	22.45633023626837	1	0.0003342628479003906	0.0003497600555419922	0.009891510009765625	0.012388229370117188
10	100	0.5	6	Borda	(4,)	469.4377422462252	469.43774224622524	0	0.0003323554992675781	0.00036907196044921875	0.07771944999694824	0.08121943473815918
80	1000	0.5	0	Plurality	(46,)	18.155689336797877	18.15568933679863	0	0.025176525115966797	0.01651144027709961	0.13669753074645996	0.34120941162109375
80	1000	0.5	0	2-approval	(16,)	33.87490756333571	33.8749075633356	0	0.02490544319152832	0.013980865478515625	0.8653976917266846	1.097764015197754
80	1000	0.5	0	Borda	(10,)	42027.882112273444	41395.88211227359	8	0.025060415267944336	0.019574642181396484	276.1770586967468	276.92908239364624
80	1000	0.5	9	Plurality	(50,)	17.23498394325611	17.234983943256623	0	0.02517104148864746	0.014074325561523438	0.1364588737487793	0.3329596519470215
80	1000	0.5	9	2-approval	(50,)	35.36411530432075	33.36411530432069	2	0.025104284286499023	0.013854265213012695	0.8655712604522705	1.0968592166900635
80	1000	0.5	9	Borda	(15,)	41228.685109700295	40833.68510970021	5	0.0252838134765625	0.019628047943115234	279.17572379112244	279.9236869812012
10	1000	0.9	0	Plurality	(4,)	100.72107182767978	100.72107182767311	0	0.003215312957763672	0.002616405487060547	0.01698613166809082	0.03679990768432617
10	1000	0.9	0	2-approval	(4,)	201.1886677533859	201.18866775338543	0	0.0032155513763427734	0.0032122135162353516	0.0999763011932373	0.1241602897644043
10	1000	0.9	0	Borda	(6,)	4514.382060756567	4514.382060756561	0	0.003222942352294922	0.0034112930297851562	0.7914819717407227	0.8262515068054199
10	1000	0.1	7	Plurality	(9,)	107.48254458235061	106.48254458234878	1	0.003235340118408203	0.0025229454040527344	0.01726508140563965	0.03739571571350098
10	1000	0.1	7	2-approval	(7,)	219.41539362584496	219.4153936258467	0	0.003209829330444336	0.0031909942626953125	0.09723711013793945	0.12175369262695312
10	1000	0.1	7	Borda	(1,)	4579.77380625255	4579.773806252536	0	0.0033216476440429688	0.003432750701904297	0.782909631729126	0.8180012702941895
10	1000	0.9	9	Plurality	(9,)	101.26397784195889	101.26397784195319	0	0.003225088119506836	0.002520322799682617	0.017177104949951172	0.03730964660644531
