m	n	phi	pmax	batch	rule	pruning	grouping	winners	winner_score	t_baseline_sec
10	10000	0.5	0.5	4	Borda	False	False	(0,)	65614.64107849874	594.5799021720886
10	10000	0.5	0.5	1	Plurality	False	False	(0,)	2740.1439516482606	298.5034604072571
10	10000	0.5	0.5	1	2-approval	False	False	(0,)	4732.771372912102	339.88307785987854
10	10000	0.5	0.5	1	Borda	False	False	(0,)	65591.9798221438	588.3276998996735
10	10000	0.5	0.5	7	Plurality	False	False	(0,)	2769.154083400031	296.01157569885254
10	10000	0.5	0.5	7	2-approval	False	False	(0,)	4773.441026910473	335.397531747818
10	10000	0.5	0.5	7	Borda	False	False	(0,)	65904.98083052048	572.6007509231567
10	10000	0.5	0.1	5	Plurality	False	False	(0,)	1404.877622748202	76.3802387714386
10	10000	0.5	0.1	5	2-approval	False	False	(0,)	2698.49854417692	86.00848364830017
10	10000	0.5	0.1	5	Borda	False	False	(0,)	51628.44720194064	137.93522095680237
10	10000	0.5	0.9	1	Plurality	False	False	(0,)	3705.5180533451567	276.0823223590851
10	10000	0.5	0.9	1	2-approval	False	False	(0,)	5953.089978182237	292.165212392807
10	10000	0.5	0.9	1	Borda	False	False	(0,)	72079.66592239692	377.02039527893066
10	10000	0.5	0.9	7	Plurality	False	False	(0,)	3676.1610971155296	274.90777826309204
10	10000	0.5	0.9	7	2-approval	False	False	(0,)	5932.00332105605	288.72024369239807
10	10000	0.5	0.9	7	Borda	False	False	(0,)	71993.64463196139	367.88089323043823
10	10000	0.5	0.1	2	Plurality	False	False	(0,)	1411.8437357161258	77.20994901657104
10	10000	0.5	0.1	2	2-approval	False	False	(0,)	2709.2160543392197	86.31141448020935
10	10000	0.5	0.1	2	Borda	False	False	(0,)	51717.34966134175	141.00971508026123
10	10000	0.5	0.1	8	Plurality	False	False	(0,)	1400.8855128131104	74.08513808250427
10	10000	0.5	0.1	8	2-approval	False	False	(0,)	2692.0379558947793	82.88361477851868
10	10000	0.5	0.1	8	Borda	False	False	(0,)	51570.1390644701	135.75628471374512
10	10000	0.5	0.9	4	Plurality	False	False	(0,)	3678.242140881119	276.7893271446228
10	10000	0.5	0.9	4	2-approval	False	False	(0,)	5898.174889927055	292.191876411438
10	10000	0.5	0.9	4	Borda	False	False	(0,)	71871.54860840892	378.69075870513916
10	10000	0.5	0.5	0	Plurality	False	False	(0,)	2724.8324530624323	302.8151955604553
10	10000	0.5	0.5	0	2-approval	False	False	(0,)	4691.550967485014	345.017719745636
10	10000	0.5	0.5	0	Borda	False	False	(0,)	65466.059192163026	600.2384951114655
10	10000	0.5	0.5	3	Plurality	False	False	(0,)	2755.893038283009	302.179616689682
10	10000	0.5	0.5	3	2-approval	False	False	(0,)	4748.084374979587	344.8965971469879
10	10000	0.5	0.5	3	Borda	False	False	(0,)	65675.91086683827	597.4756147861481
10	10000	0.5	0.5	9	Plurality	False	False	(0,)	2722.5554827898236	303.11504197120667
10	10000	0.5	0.5	9	2-approval	False	False	(0,)	4695.863076281064	343.701997756958
10	10000	0.5	0.5	9	Borda	False	False	(0,)	65487.21336838299	596.4853370189667
10	10000	0.5	0.5	6	Plurality	False	False	(0,)	2747.669596941784	300.3281216621399
10	10000	0.5	0.5	6	2-approval	False	False	(0,)	4719.544899406236	340.9971032142639
10	10000	0.5	0.5	6	Borda	False	False	(0,)	65597.64821098479	594.8320622444153
10	10000	0.5	0.9	0	Plurality	False	False	(0,)	3619.7923966073017	277.93424010276794
10	10000	0.5	0.9	0	2-approval	False	False	(0,)	5850.097684284012	292.21261835098267
10	10000	0.5	0.9	0	Borda	False	False	(0,)	71562.60143170327	380.1038906574249
10	10000	0.5	0.1	1	Plurality	False	False	(0,)	1402.0156880145014	75.23837089538574
10	10000	0.5	0.1	1	2-approval	False	False	(0,)	2691.719747599724	83.31720423698425
10	10000	0.5	0.1	1	Borda	False	False	(0,)	51539.737644342356	133.89526295661926
10	10000	0.5	0.9	3	Plurality	False	False	(0,)	3637.5638834605966	274.85012102127075
10	10000	0.5	0.9	3	2-approval	False	False	(0,)	5873.458979460374	290.524286031723
10	10000	0.5	0.9	3	Borda	False	False	(0,)	71714.544097561	372.9891047477722
10	10000	0.5	0.1	4	Plurality	False	False	(0,)	1397.2770521998189	75.0190577507019
10	10000	0.5	0.1	4	2-approval	False	False	(0,)	2683.872633168374	83.53016591072083
10	10000	0.5	0.1	4	Borda	False	False	(0,)	51446.314930548746	134.40699195861816
10	10000	0.5	0.9	6	Plurality	False	False	(0,)	3666.7577480720656	276.89386558532715
10	10000	0.5	0.9	6	2-approval	False	False	(0,)	5888.869812529382	292.26942563056946
10	10000	0.5	0.9	6	Borda	False	False	(0,)	71707.29248439183	376.8857672214508
10	10000	0.5	0.1	7	Plurality	False	False	(0,)	1409.599063153197	76.08426523208618
10	10000	0.5	0.1	7	2-approval	False	False	(0,)	2704.8646492834346	85.1287362575531
10	10000	0.5	0.1	7	Borda	False	False	(0,)	51626.854694495196	137.76498317718506
10	10000	0.5	0.9	9	Plurality	False	False	(0,)	3632.646159134184	277.0739018917084
10	10000	0.5	0.9	9	2-approval	False	False	(0,)	5876.371369005955	294.29702520370483
10	10000	0.5	0.9	9	Borda	False	False	(0,)	71631.0554852547	379.45564579963684
10	10000	0.5	0.5	2	Plurality	False	False	(0,)	2731.9034970141784	302.7456760406494
10	10000	0.5	0.5	2	2-approval	False	False	(0,)	4713.727611368875	339.8812458515167
10	10000	0.5	0.5	2	Borda	False	False	(0,)	65544.88311494407	589.9160783290863
10	10000	0.5	0.5	5	Plurality	False	False	(0,)	2702.3792311505435	297.8739643096924
10	10000	0.5	0.5	5	2-approval	False	False	(0,)	4694.834277648408	338.8190805912018
10	10000	0.5	0.5	5	Borda	False	False	(0,)	65358.62201303313	582.7101154327393
