m	n	phi	pmax	batch	rule	threads	grouping	winners	t_sec
10	1000000	0.5	0.1	3	2-approval	10	True	(0,)	533.8582410812378
10	1000000	0.5	0.1	3	Borda	1	True	(0,)	8271.24558353424
10	1000000	0.5	0.1	3	Borda	5	True	(0,)	1903.058460235596
10	1000000	0.5	0.1	3	Borda	10	True	(0,)	962.784364938736
10	1000000	0.5	0.1	4	Plurality	1	True	(0,)	4111.202757835388
10	1000000	0.5	0.1	4	Plurality	5	True	(0,)	918.7972519397736
10	1000000	0.5	0.1	4	Plurality	10	True	(0,)	505.681202173233
10	1000000	0.5	0.1	4	2-approval	1	True	(0,)	4687.018261671066
10	1000000	0.5	0.1	4	2-approval	5	True	(0,)	1062.4663166999817
10	1000000	0.5	0.1	4	2-approval	10	True	(0,)	532.7017889022827
10	1000000	0.5	0.1	4	Borda	1	True	(0,)	8103.254390001297
10	1000000	0.5	0.1	4	Borda	5	True	(0,)	1883.2278699874878
10	1000000	0.5	0.1	4	Borda	10	True	(0,)	944.5121173858643
10	1000000	0.5	0.1	5	Plurality	1	True	(0,)	4075.172400712967
10	1000000	0.5	0.1	5	Plurality	5	True	(0,)	911.4036319255829
10	1000000	0.5	0.1	5	Plurality	10	True	(0,)	470.0809016227722
10	1000000	0.5	0.1	5	2-approval	1	True	(0,)	4737.581084489822
10	1000000	0.5	0.1	5	2-approval	5	True	(0,)	1052.1095106601715
10	1000000	0.5	0.1	5	2-approval	10	True	(0,)	541.5788049697876
10	1000000	0.5	0.1	5	Borda	1	True	(0,)	8280.966057300568
10	1000000	0.5	0.1	5	Borda	5	True	(0,)	1886.2645242214203
10	1000000	0.5	0.1	5	Borda	10	True	(0,)	957.9239735603333
10	1000000	0.5	0.1	6	Plurality	1	True	(0,)	4093.9099204540253
10	1000000	0.5	0.1	6	Plurality	5	True	(0,)	898.1333961486816
10	1000000	0.5	0.1	6	Plurality	10	True	(0,)	473.879088640213
10	1000000	0.5	0.1	6	2-approval	1	True	(0,)	4697.703029870987
10	1000000	0.5	0.1	6	2-approval	5	True	(0,)	1040.9078979492188
10	1000000	0.5	0.1	6	2-approval	10	True	(0,)	528.6729753017426
10	1000000	0.5	0.1	6	Borda	1	True	(0,)	8255.546418428421
10	1000000	0.5	0.1	6	Borda	5	True	(0,)	1888.713758945465
10	1000000	0.5	0.1	6	Borda	10	True	(0,)	950.1797430515289
10	1000000	0.5	0.1	7	Plurality	1	True	(0,)	4057.5139265060425
10	1000000	0.5	0.1	7	Plurality	5	True	(0,)	897.4470851421356
10	1000000	0.5	0.1	7	Plurality	10	True	(0,)	459.07138752937317
10	1000000	0.5	0.1	7	2-approval	1	True	(0,)	4713.765596628189
10	1000000	0.5	0.1	7	2-approval	5	True	(0,)	1032.0409338474274
10	1000000	0.5	0.1	7	2-approval	10	True	(0,)	536.190160036087
10	1000000	0.5	0.1	7	Borda	1	True	(0,)	8288.896788597107
10	1000000	0.5	0.1	7	Borda	5	True	(0,)	1850.7081532478333
10	1000000	0.5	0.1	7	Borda	10	True	(0,)	931.1659290790558
10	1000000	0.5	0.1	8	Plurality	1	True	(0,)	4112.192004442215
10	1000000	0.5	0.1	8	Plurality	5	True	(0,)	906.6088993549347
10	1000000	0.5	0.1	8	Plurality	10	True	(0,)	470.88263988494873
10	1000000	0.5	0.1	8	2-approval	1	True	(0,)	4702.47301864624
10	1000000	0.5	0.1	8	2-approval	5	True	(0,)	1043.1876077651978
10	1000000	0.5	0.1	8	2-approval	10	True	(0,)	546.3232011795044
10	1000000	0.5	0.1	8	Borda	1	True	(0,)	8271.247909069061
10	1000000	0.5	0.1	8	Borda	5	True	(0,)	1946.3421876430511
10	1000000	0.5	0.1	8	Borda	10	True	(0,)	977.6460905075073
10	1000000	0.5	0.1	9	Plurality	1	True	(0,)	4106.920811414719
10	1000000	0.5	0.1	9	Plurality	5	True	(0,)	913.913863658905
10	1000000	0.5	0.1	9	Plurality	10	True	(0,)	458.71431851387024
10	1000000	0.5	0.1	9	2-approval	1	True	(0,)	4696.364384889603
10	1000000	0.5	0.1	9	2-approval	5	True	(0,)	1033.548555612564
10	1000000	0.5	0.1	9	2-approval	10	True	(0,)	549.4396464824677
10	1000000	0.5	0.1	9	Borda	1	True	(0,)	8296.996011257172
10	1000000	0.5	0.1	9	Borda	5	True	(0,)	1892.011245250702
10	1000000	0.5	0.1	9	Borda	10	True	(0,)	951.6811389923096
