m	n	num_buckets	batch	rule	threads	grouping	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
20	1000	5	2	Plurality	1	True	(10,)	61.43055555555509	60.43055555555563	9	0.028134584426879883	0.003560304641723633	0.008187532424926758	0.07087349891662598
20	1000	5	2	2-approval	1	True	(10,)	124.15793650793661	118.15793650793667	24	0.028273582458496094	0.0031287670135498047	0.0077211856842041016	0.06935930252075195
20	1000	5	2	Borda	1	True	(10,)	9989.5	9800.5	55	0.028123855590820312	0.0038299560546875	0.043766021728515625	0.14103078842163086
80	1000	20	3	Plurality	1	True	(70,)	19.26587301587306	17.265873015873005	26	0.2015221118927002	0.011140823364257812	0.013839483261108398	0.41561436653137207
80	1000	20	3	2-approval	1	True	(70,)	34.57460317460314	32.57460317460316	21	0.20317506790161133	0.009359359741210938	0.012586832046508789	0.40020155906677246
80	1000	20	3	Borda	1	True	(66,)	42075.5	41549.5	142	0.20067644119262695	0.006237030029296875	0.13311076164245605	0.6047265529632568
80	1000	5	2	Plurality	1	True	(9,)	14.919801906974238	14.91980190697412	0	0.1119985580444336	0.012508153915405273	0.0594632625579834	0.3149847984313965
80	1000	5	2	2-approval	1	True	(9,)	29.83960381394846	29.83960381394824	4	0.11161112785339355	0.012357473373413086	0.05877828598022461	0.3125150203704834
80	1000	5	2	Borda	1	True	(50,)	41491.0	41472.0	1	0.1126394271850586	0.012003898620605469	0.28539180755615234	0.940025806427002
10	1000	5	8	Plurality	1	True	(5,)	116.71666666666715	112.71666666666648	30	0.01403355598449707	0.0014967918395996094	0.003019094467163086	0.0335390567779541
10	1000	5	8	2-approval	1	True	(5,)	219.86666666666676	214.86666666666633	40	0.01407170295715332	0.0011227130889892578	0.0026276111602783203	0.0321505069732666
10	1000	5	8	Borda	1	True	(7,)	4595.5	4586.5	5	0.013950586318969727	0.0025925636291503906	0.017110586166381836	0.06026625633239746
40	1000	5	1	Plurality	1	True	(32,)	28.27329892329889	28.2732989232989	0	0.05701780319213867	0.006902456283569336	0.021944522857666016	0.1509082317352295
40	1000	5	1	2-approval	1	True	(32,)	56.546597846598104	56.5465978465978	4	0.05559349060058594	0.006660938262939453	0.020932435989379883	0.1470472812652588
40	1000	5	1	Borda	1	True	(32,)	20810.5	20368.5	55	0.05607914924621582	0.006384611129760742	0.10188674926757812	0.33161115646362305
20	1000	5	4	Plurality	1	True	(18,)	56.53455988455956	55.53455988455993	9	0.02822089195251465	0.0037631988525390625	0.009062051773071289	0.07448863983154297
20	1000	5	4	2-approval	1	True	(18,)	111.99769119769141	110.99769119769125	9	0.0279691219329834	0.003259420394897461	0.008217096328735352	0.07078123092651367
20	1000	5	4	Borda	1	True	(7,)	9735.0	9735.0	0	0.028252363204956055	0.0040318965911865234	0.04508519172668457	0.14584612846374512
80	1000	20	5	Plurality	1	True	(41,)	18.222619047619094	17.22261904761904	19	0.20333051681518555	0.011153459548950195	0.013784646987915039	0.4168589115142822
80	1000	20	5	2-approval	1	True	(41,)	34.06190476190474	33.06190476190474	15	0.20233654975891113	0.009540557861328125	0.012549161911010742	0.4005849361419678
80	1000	20	5	Borda	1	True	(58,)	41151.0	41032.0	32	0.20494771003723145	0.008821249008178711	0.2057483196258545	0.8186266422271729
10	1000	5	1	Plurality	1	True	(7,)	108.3666666666671	107.36666666666652	4	0.014074563980102539	0.001628875732421875	0.003147125244140625	0.034568071365356445
10	1000	5	1	2-approval	1	True	(7,)	222.5500000000001	213.54999999999964	74	0.014141321182250977	0.0011172294616699219	0.002635478973388672	0.03214573860168457
10	1000	5	1	Borda	1	True	(7,)	4696.5	4619.5	52	0.014026880264282227	0.002393484115600586	0.016181230545043945	0.05787801742553711
80	1000	5	4	Plurality	1	True	(32,)	14.193410659949123	14.19341065994921	0	0.11256694793701172	0.012724876403808594	0.061708688735961914	0.3189558982849121
80	1000	5	4	2-approval	1	True	(32,)	28.38682131989871	28.38682131989842	0	0.11200976371765137	0.012494802474975586	0.05957841873168945	0.31492018699645996
80	1000	5	4	Borda	1	True	(32,)	41238.5	41134.5	7	0.11240816116333008	0.012067079544067383	0.29468846321105957	0.9611856937408447
20	1000	5	6	Plurality	1	True	(15,)	56.68888888888851	56.68888888888899	6	0.028030872344970703	0.003712177276611328	0.008794069290161133	0.07228612899780273
20	1000	5	6	2-approval	1	True	(13,)	113.7968253968256	112.7968253968256	11	0.028052806854248047	0.0033233165740966797	0.00835418701171875	0.0708475112915039
20	1000	5	6	Borda	1	True	(13,)	9910.0	9865.0	11	0.027810096740722656	0.003834247589111328	0.04294753074645996	0.1392059326171875
80	1000	20	7	Plurality	1	True	(74,)	17.371428571428602	17.371428571428567	20	0.20272588729858398	0.011052608489990234	0.013722419738769531	0.41518187522888184
80	1000	20	7	2-approval	1	True	(74,)	33.7190476190476	33.7190476190476	21	0.20270848274230957	0.009052038192749023	0.012248992919921875	0.3959677219390869
80	1000	20	7	Borda	1	True	(8,)	41508.0	41125.0	110	0.20275545120239258	0.007792234420776367	0.17980480194091797	0.7428827285766602
10	1000	5	3	Plurality	1	True	(3,)	116.98333333333396	113.98333333333318	12	0.014050722122192383	0.0015721321105957031	0.0030040740966796875	0.0336151123046875
10	1000	5	3	2-approval	1	True	(3,)	222.83333333333385	219.83333333333283	37	0.014080047607421875	0.0011463165283203125	0.002733945846557617	0.032141685485839844
10	1000	5	3	Borda	1	True	(3,)	4689.5	4641.5	30	0.01405644416809082	0.002441883087158203	0.016161680221557617	0.05768942832946777
80	1000	5	6	Plurality	1	True	(8,)	14.039857312300807	14.039857312300757	0	0.11287474632263184	0.012678146362304688	0.06092357635498047	0.3181002140045166
80	1000	5	6	2-approval	1	True	(8,)	28.079714624601717	28.079714624601515	1	0.11515045166015625	0.012537479400634766	0.06027555465698242	0.319547176361084
80	1000	5	6	Borda	1	True	(48,)	41312.5	40898.5	25	0.11257529258728027	0.012185811996459961	0.29575276374816895	0.9647336006164551
80	1000	10	5	Plurality	1	True	(44,)	15.341790154290202	15.341790154290138	1	0.14123892784118652	0.01234126091003418	0.028507232666015625	0.3296687602996826
80	1000	10	5	2-approval	1	True	(44,)	30.68358030858057	30.683580308580275	2	0.14238190650939941	0.011941194534301758	0.02788519859313965	0.32745957374572754
80	1000	10	5	Borda	1	True	(77,)	41544.5	41521.5	2	0.14096784591674805	0.010314702987670898	0.24723482131958008	0.8679537773132324
40	1000	5	8	Plurality	1	True	(8,)	28.09099511599491	28.090995115995106	1	0.05640864372253418	0.006768465042114258	0.021352767944335938	0.14877843856811523
40	1000	5	8	2-approval	1	True	(8,)	56.1819902319904	56.181990231990206	2	0.05659031867980957	0.006755352020263672	0.0211336612701416	0.14848995208740234
40	1000	5	8	Borda	1	True	(14,)	20260.0	20211.0	6	0.056180715560913086	0.0067501068115234375	0.10865187644958496	0.35304999351501465
80	1000	20	0	Plurality	1	True	(61,)	22.10039682539688	18.100396825396814	27	0.20192241668701172	0.010927438735961914	0.013997077941894531	0.4135315418243408
80	1000	20	0	2-approval	1	True	(61,)	40.90079365079368	35.90079365079363	50	0.20489001274108887	0.008695602416992188	0.011910438537597656	0.39095044136047363
80	1000	20	0	Borda	1	True	(43,)	41267.0	40994.0	70	0.20165705680847168	0.00858759880065918	0.2003459930419922	0.8052496910095215
20	1000	5	8	Plurality	1	True	(4,)	63.98809523809478	58.98809523809529	23	0.027933597564697266	0.003676891326904297	0.00858926773071289	0.07196927070617676
20	1000	5	8	2-approval	1	True	(4,)	119.959523809524	113.95952380952393	27	0.028261423110961914	0.0032765865325927734	0.008266448974609375	0.07074689865112305
20	1000	5	8	Borda	1	True	(18,)	9972.0	9856.0	32	0.02822113037109375	0.0037987232208251953	0.043587446212768555	0.14062023162841797
80	1000	20	9	Plurality	1	True	(24,)	17.387301587301614	17.387301587301586	0	0.20216798782348633	0.010987281799316406	0.013548851013183594	0.41127777099609375
80	1000	20	9	2-approval	1	True	(64,)	34.930952380952355	32.93095238095238	10	0.20156240463256836	0.009536027908325195	0.012322425842285156	0.400240421295166
80	1000	20	9	Borda	1	True	(2,)	41318.0	41272.0	14	0.2023906707763672	0.007848024368286133	0.18388676643371582	0.76348876953125
10	1000	5	5	Plurality	1	True	(1,)	123.98333333333377	114.98333333333316	41	0.013954639434814453	0.0014688968658447266	0.002852916717529297	0.0341334342956543
10	1000	5	5	2-approval	1	True	(1,)	222.83333333333317	215.833333333333	48	0.014008522033691406	0.0010824203491210938	0.002506732940673828	0.03168010711669922
10	1000	5	5	Borda	1	True	(3,)	4608.0	4593.0	11	0.013969659805297852	0.0025072097778320312	0.016874313354492188	0.05975627899169922
80	1000	5	8	Plurality	1	True	(0,)	13.725246394933182	13.725246394933082	0	0.11126351356506348	0.012588024139404297	0.05974984169006348	0.3144857883453369
80	1000	5	8	2-approval	1	True	(0,)	27.450492789866402	27.450492789866164	0	0.11375713348388672	0.012427091598510742	0.0597531795501709	0.3169691562652588
80	1000	5	8	Borda	1	True	(45,)	41485.0	41038.0	29	0.11249804496765137	0.011867046356201172	0.29237842559814453	0.9511940479278564
80	1000	10	7	Plurality	1	True	(25,)	15.708212620712665	15.708212620712615	5	0.14262032508850098	0.012457132339477539	0.029033899307250977	0.3315460681915283
80	1000	10	7	2-approval	1	True	(25,)	32.262579087579375	31.262579087579077	15	0.14201712608337402	0.011815547943115234	0.02810835838317871	0.3254075050354004
80	1000	10	7	Borda	1	True	(25,)	42174.0	41404.0	102	0.14065289497375488	0.00986337661743164	0.23496294021606445	0.8321998119354248
20	1000	5	1	Plurality	1	True	(9,)	55.61868686868647	55.61868686868696	2	0.027846813201904297	0.0037572383880615234	0.008455038070678711	0.07221102714538574
20	1000	5	1	2-approval	1	True	(9,)	112.20165945165957	110.20165945165965	6	0.02792048454284668	0.0033338069915771484	0.00811624526977539	0.07053065299987793
20	1000	5	1	Borda	1	True	(9,)	9884.5	9815.5	17	0.02807331085205078	0.004012107849121094	0.043889522552490234	0.1421496868133545
80	1000	20	2	Plurality	1	True	(6,)	18.926623376623397	16.92662337662337	9	0.20131325721740723	0.011266469955444336	0.013770818710327148	0.4153270721435547
80	1000	20	2	2-approval	1	True	(6,)	34.053246753246725	32.05324675324674	9	0.1988515853881836	0.009275674819946289	0.012611865997314453	0.39710092544555664
80	1000	20	2	Borda	1	True	(10,)	41010.0	40921.0	24	0.20096158981323242	0.00893092155456543	0.214493989944458	0.8418323993682861
80	1000	5	1	Plurality	1	True	(52,)	13.975101687957745	13.975101687957704	0	0.11282777786254883	0.012604475021362305	0.05941414833068848	0.3152158260345459
80	1000	5	1	2-approval	1	True	(52,)	27.95020337591571	27.950203375915407	1	0.11193037033081055	0.012514591217041016	0.059479475021362305	0.314502477645874
80	1000	5	1	Borda	1	True	(25,)	40896.0	40817.0	5	0.11263537406921387	0.012261390686035156	0.29738950729370117	0.9737238883972168
10	1000	5	7	Plurality	1	True	(1,)	120.61666666666729	116.6166666666665	18	0.0140533447265625	0.0016117095947265625	0.003220796585083008	0.03399300575256348
