m	n	phi	pmax	batch	rule	pruning	grouping	winners	winner_score	t_baseline_sec
10	10000	0.5	0.1	6	2-approval	False	True	(0,)	2692.305708234447	69.25836706161499
10	10000	0.5	0.1	6	Borda	False	True	(0,)	51589.18342241213	114.12423062324524
10	100	0.5	0.1	6	Plurality	False	True	(0,)	13.574821428571415	0.6237063407897949
10	100	0.5	0.1	6	2-approval	False	True	(0,)	26.307103174603146	0.5628914833068848
10	100	0.5	0.1	6	Borda	False	True	(0,)	512.3910459183671	0.924828290939331
10	100000	0.5	0.1	0	Plurality	False	True	(0,)	14038.91768764199	535.9280257225037
10	100000	0.5	0.1	0	2-approval	False	True	(0,)	26966.352769480676	604.4236514568329
10	100000	0.5	0.1	0	Borda	False	True	(0,)	515981.09926572104	1042.1255342960358
10	100000	0.5	0.1	3	Plurality	False	True	(0,)	14018.111574903629	531.7984435558319
10	100000	0.5	0.1	3	2-approval	False	True	(0,)	26924.172261348765	603.4937262535095
10	100000	0.5	0.1	3	Borda	False	True	(0,)	515375.3261113928	1033.2832670211792
10	10000	0.5	0.1	9	Plurality	False	True	(0,)	1410.289949239475	63.04819631576538
10	10000	0.5	0.1	9	2-approval	False	True	(0,)	2710.616155324074	70.60780715942383
10	10000	0.5	0.1	9	Borda	False	True	(0,)	51774.63560243543	118.72713494300842
10	100	0.5	0.1	9	Plurality	False	True	(1,)	15.179999999999989	0.633880615234375
10	100	0.5	0.1	9	2-approval	False	True	(1,)	28.677037037037003	0.5580849647521973
10	100	0.5	0.1	9	Borda	False	True	(1,)	525.8074603174603	0.9042038917541504
10	100000	0.5	0.1	6	Plurality	False	True	(0,)	14023.065351142472	538.3094525337219
10	100000	0.5	0.1	6	2-approval	False	True	(0,)	26935.20337565109	616.2467873096466
10	100000	0.5	0.1	6	Borda	False	True	(0,)	515569.2252504862	1079.7864472866058
10	100000	0.5	0.1	9	Plurality	False	True	(0,)	14000.877387933127	545.8926613330841
10	100000	0.5	0.1	9	2-approval	False	True	(0,)	26904.546346917115	628.1436035633087
10	100000	0.5	0.1	9	Borda	False	True	(0,)	515415.74255718966	1076.5336141586304
10	1000	0.5	0.1	1	Plurality	False	True	(0,)	139.73271501741604	7.652034521102905
10	1000	0.5	0.1	1	2-approval	False	True	(0,)	267.9902881617026	8.492769718170166
10	1000	0.5	0.1	1	Borda	False	True	(0,)	5139.545853797221	13.897627830505371
10	1000	0.5	0.1	7	Plurality	False	True	(0,)	142.97950471389524	7.654733180999756
10	1000	0.5	0.1	7	2-approval	False	True	(0,)	274.1588251932072	8.619099140167236
10	1000	0.5	0.1	7	Borda	False	True	(0,)	5192.224103528208	14.422845363616943
10	1000	0.5	0.1	4	Plurality	False	True	(0,)	137.28574234501824	6.927759647369385
10	1000	0.5	0.1	4	2-approval	False	True	(0,)	264.708565832183	7.780593395233154
10	1000	0.5	0.1	4	Borda	False	True	(0,)	5124.9501353525275	12.619478225708008
10	10000	0.5	0.1	5	Plurality	False	True	(0,)	1404.8776227482108	66.16052627563477
10	10000	0.5	0.1	5	2-approval	False	True	(0,)	2698.498544176961	74.62629508972168
10	10000	0.5	0.1	5	Borda	False	True	(0,)	51628.447201940864	125.47400379180908
10	100	0.5	0.1	5	Plurality	False	True	(0,)	15.236176470588221	0.7097036838531494
10	100	0.5	0.1	5	2-approval	False	True	(0,)	28.789074074074044	0.62367844581604
10	100	0.5	0.1	5	Borda	False	True	(0,)	533.6404283380018	1.028362512588501
10	10000	0.5	0.1	2	Plurality	False	True	(0,)	1411.8437357161251	66.39291286468506
10	10000	0.5	0.1	2	2-approval	False	True	(0,)	2709.2160543392465	74.88169741630554
10	10000	0.5	0.1	2	Borda	False	True	(0,)	51717.349661341876	126.3551619052887
10	100	0.5	0.1	2	Plurality	False	True	(0,)	14.652371794871781	0.7100245952606201
10	100	0.5	0.1	2	2-approval	False	True	(0,)	27.67446275946274	0.6461317539215088
10	100	0.5	0.1	2	Borda	False	True	(0,)	519.3262912087914	1.241955041885376
10	100	0.5	0.1	8	Plurality	False	True	(1,)	14.595373500878193	0.8749778270721436
10	100	0.5	0.1	8	2-approval	False	True	(1,)	28.06527278006458	0.8224024772644043
10	100	0.5	0.1	8	Borda	False	True	(1,)	528.4362843353942	1.5619473457336426
10	10000	0.5	0.1	8	Plurality	False	True	(0,)	1400.8855128131138	63.86254024505615
10	10000	0.5	0.1	8	2-approval	False	True	(0,)	2692.0379558948025	72.10090780258179
10	10000	0.5	0.1	8	Borda	False	True	(0,)	51570.1390644702	121.51733088493347
10	100000	0.5	0.1	2	Plurality	False	True	(0,)	14005.583624567626	542.7416226863861
10	100000	0.5	0.1	2	2-approval	False	True	(0,)	26910.585805302962	620.8159568309784
10	100000	0.5	0.1	2	Borda	False	True	(0,)	515347.5966557191	1058.1546907424927
10	100000	0.5	0.1	8	Plurality	False	True	(0,)	14010.249548161819	552.1246004104614
10	100000	0.5	0.1	8	2-approval	False	True	(0,)	26918.075445096936	617.9972331523895
10	100000	0.5	0.1	8	Borda	False	True	(0,)	515445.53456803714	1075.8279325962067
10	100000	0.5	0.1	5	Plurality	False	True	(0,)	14035.196889276825	535.5774590969086
10	100000	0.5	0.1	5	2-approval	False	True	(0,)	26949.881238318656	614.472847700119
10	100000	0.5	0.1	5	Borda	False	True	(0,)	515606.91162724834	1059.171154499054
10	1000	0.5	0.1	0	Plurality	False	True	(0,)	145.77895305251462	6.777666807174683
10	1000	0.5	0.1	0	2-approval	False	True	(0,)	278.58612373042826	7.455758571624756
10	1000	0.5	0.1	0	Borda	False	True	(0,)	5230.329954050891	11.882547855377197
10	1000	0.5	0.1	3	Plurality	False	True	(0,)	138.14195850708728	6.997904062271118
10	1000	0.5	0.1	3	2-approval	False	True	(0,)	267.3584726432594	7.872053623199463
10	1000	0.5	0.1	3	Borda	False	True	(0,)	5165.267522886257	13.119730234146118
10	1000	0.5	0.1	9	Plurality	False	True	(0,)	141.42375690170994	7.391648292541504
10	1000	0.5	0.1	9	2-approval	False	True	(0,)	271.3072910771845	8.305423498153687
10	1000	0.5	0.1	9	Borda	False	True	(0,)	5174.071392922668	13.533126831054688
10	1000	0.5	0.1	6	Plurality	False	True	(0,)	140.58851317496325	6.512120723724365
10	1000	0.5	0.1	6	2-approval	False	True	(0,)	269.88402961497474	7.223318576812744
10	1000	0.5	0.1	6	Borda	False	True	(0,)	5149.135001700492	11.604012727737427
10	10000	0.5	0.1	1	Plurality	False	True	(0,)	1402.0156880145125	63.11370849609375
10	10000	0.5	0.1	1	2-approval	False	True	(0,)	2691.719747599765	72.14840745925903
10	10000	0.5	0.1	1	Borda	False	True	(0,)	51539.73764434246	121.19052314758301
10	100	0.5	0.1	1	Plurality	False	True	(0,)	14.883333333333317	0.6486976146697998
10	100	0.5	0.1	1	2-approval	False	True	(0,)	28.514074074074042	0.5946943759918213
10	100	0.5	0.1	1	Borda	False	True	(0,)	531.8002777777778	1.0946986675262451
10	100	0.5	0.1	7	Plurality	False	True	(0,)	13.60341499628803	0.7935359477996826
10	100	0.5	0.1	7	2-approval	False	True	(0,)	26.134522282963225	0.7276144027709961
10	100	0.5	0.1	7	Borda	False	True	(0,)	506.9777170166506	1.3185641765594482
10	100000	0.5	0.1	1	Plurality	False	True	(0,)	14061.864513659611	551.9000680446625
10	100000	0.5	0.1	1	2-approval	False	True	(0,)	27006.71638443238	630.5849514007568
10	100000	0.5	0.1	1	Borda	False	True	(0,)	516366.9351279227	1073.0581514835358
10	10000	0.5	0.1	4	Plurality	False	True	(0,)	1397.2770521998198	63.27362775802612
10	10000	0.5	0.1	4	2-approval	False	True	(0,)	2683.8726331684015	71.77524447441101
10	10000	0.5	0.1	4	Borda	False	True	(0,)	51446.31493054892	122.59062337875366
10	100	0.5	0.1	4	Plurality	False	True	(0,)	14.763016855865143	0.9088115692138672
10	100	0.5	0.1	4	2-approval	False	True	(0,)	28.05741330450307	0.8190250396728516
10	100	0.5	0.1	4	Borda	False	True	(0,)	521.4627286704156	1.5337440967559814
10	100000	0.5	0.1	4	Plurality	False	True	(0,)	14037.069332873269	542.6063578128815
10	100000	0.5	0.1	4	2-approval	False	True	(0,)	26971.392518386518	629.807336807251
10	100000	0.5	0.1	4	Borda	False	True	(0,)	516052.8009271375	1070.5675821304321
10	10000	0.5	0.1	7	Plurality	False	True	(0,)	1409.5990631532084	64.91396450996399
10	10000	0.5	0.1	7	2-approval	False	True	(0,)	2704.864649283476	73.84633421897888
10	10000	0.5	0.1	7	Borda	False	True	(0,)	51626.85469449545	124.70235013961792
10	100000	0.5	0.1	7	Plurality	False	True	(0,)	13994.460663009946	558.1015188694
10	100000	0.5	0.1	7	2-approval	False	True	(0,)	26894.94089851986	640.3221514225006
10	100000	0.5	0.1	7	Borda	False	True	(0,)	515267.7636937355	1090.6855437755585
