m	phi	pmax	ith_such_poset	item	cover_width	num_states	t_sec
10	0.5	0.1	63	5	2	126	0.0014469623565673828
10	0.5	0.1	64	0	4	1592	0.01690053939819336
10	0.5	0.1	65	2	2	99	0.0014965534210205078
10	0.5	0.1	66	0	1	52	0.0007946491241455078
10	0.5	0.1	67	2	2	67	0.0011856555938720703
10	0.5	0.1	68	3	1	50	0.0007131099700927734
10	0.5	0.1	69	0	2	123	0.0024254322052001953
10	0.5	0.1	70	1	2	87	0.0016360282897949219
10	0.5	0.1	71	2	2	182	0.0023055076599121094
10	0.5	0.1	72	4	1	46	0.0007557868957519531
10	0.5	0.1	73	0	2	77	0.0013642311096191406
10	0.5	0.1	74	0	2	102	0.0016262531280517578
10	0.5	0.1	75	4	1	47	0.0006680488586425781
10	0.5	0.1	76	2	1	48	0.0007827281951904297
10	0.5	0.1	77	2	2	83	0.0015234947204589844
10	0.5	0.1	78	0	3	135	0.0023844242095947266
10	0.5	0.1	79	0	2	93	0.002001523971557617
10	0.5	0.1	80	0	1	44	0.0010547637939453125
10	0.5	0.1	81	0	4	511	0.006470680236816406
10	0.5	0.1	82	3	3	251	0.003529071807861328
10	0.5	0.1	83	2	2	91	0.0013947486877441406
10	0.5	0.1	84	3	1	48	0.0007390975952148438
10	0.5	0.1	85	1	4	1126	0.013859272003173828
10	0.5	0.1	86	0	1	52	0.0008549690246582031
10	0.5	0.1	87	4	1	44	0.0007216930389404297
10	0.5	0.1	88	0	2	120	0.001810312271118164
10	0.5	0.1	89	1	2	118	0.0024924278259277344
10	0.5	0.1	90	0	2	128	0.0017917156219482422
10	0.5	0.1	91	2	2	84	0.0014345645904541016
10	0.5	0.1	92	2	2	76	0.0013091564178466797
10	0.5	0.1	93	0	2	128	0.0019235610961914062
10	0.5	0.1	94	4	1	47	0.0006601810455322266
10	0.5	0.1	95	0	2	206	0.002732992172241211
10	0.5	0.1	96	1	5	3565	0.06820154190063477
10	0.5	0.1	97	0	1	51	0.0008733272552490234
10	0.5	0.1	98	1	2	104	0.001676797866821289
10	0.5	0.1	99	0	3	566	0.007775306701660156
10	0.5	0.2	0	1	2	146	0.0024390220642089844
10	0.5	0.2	1	0	4	888	0.009033918380737305
10	0.5	0.2	2	0	6	7837	0.10542535781860352
10	0.5	0.2	3	1	3	236	0.003208160400390625
10	0.5	0.2	4	0	2	159	0.0025224685668945312
10	0.5	0.2	5	0	3	797	0.008044242858886719
10	0.5	0.2	6	2	3	513	0.005845308303833008
10	0.5	0.2	7	3	3	382	0.004210948944091797
10	0.5	0.2	8	2	3	702	0.007938861846923828
10	0.5	0.2	9	1	2	64	0.0013551712036132812
10	0.5	0.2	10	0	3	189	0.0030591487884521484
10	0.5	0.2	11	0	4	291	0.004215240478515625
10	0.5	0.2	12	3	3	940	0.01065373420715332
10	0.5	0.2	13	0	3	349	0.005180835723876953
10	0.5	0.2	14	1	4	236	0.0027599334716796875
10	0.5	0.2	15	0	3	327	0.004598855972290039
10	0.5	0.2	16	0	2	82	0.0017671585083007812
10	0.5	0.2	17	1	3	410	0.005959510803222656
10	0.5	0.2	18	0	3	59	0.0021398067474365234
10	0.5	0.2	19	0	3	345	0.004483461380004883
10	0.5	0.2	20	6	1	35	0.0007064342498779297
10	0.5	0.2	21	1	3	230	0.0033266544342041016
10	0.5	0.2	22	0	5	5990	0.06977176666259766
10	0.5	0.2	23	1	2	215	0.0025398731231689453
10	0.5	0.2	24	0	3	338	0.004773855209350586
10	0.5	0.2	25	1	4	921	0.009839773178100586
10	0.5	0.2	26	3	3	158	0.0026688575744628906
10	0.5	0.2	27	2	2	83	0.0018150806427001953
10	0.5	0.2	28	0	3	942	0.011523246765136719
10	0.5	0.2	29	2	3	422	0.005549430847167969
10	0.5	0.2	30	2	2	180	0.0028014183044433594
10	0.5	0.2	31	0	2	174	0.0024788379669189453
10	0.5	0.2	32	1	4	990	0.010818958282470703
10	0.5	0.2	33	1	2	148	0.0022919178009033203
10	0.5	0.2	34	0	4	408	0.005951404571533203
10	0.5	0.2	35	0	3	277	0.0035135746002197266
10	0.5	0.2	36	2	3	196	0.003152132034301758
10	0.5	0.2	37	0	4	569	0.007345676422119141
10	0.5	0.2	38	0	2	63	0.0012247562408447266
10	0.5	0.2	39	0	1	47	0.0008609294891357422
10	0.5	0.2	40	2	2	214	0.0027446746826171875
10	0.5	0.2	41	0	2	121	0.0021135807037353516
10	0.5	0.2	42	0	2	215	0.0028693675994873047
10	0.5	0.2	43	0	3	1055	0.011683940887451172
10	0.5	0.2	44	0	2	93	0.0020530223846435547
10	0.5	0.2	45	0	2	210	0.0029327869415283203
10	0.5	0.2	46	3	1	46	0.0008261203765869141
10	0.5	0.2	47	2	2	146	0.0019381046295166016
10	0.5	0.2	48	1	4	749	0.008827686309814453
10	0.5	0.2	49	0	4	2086	0.025200605392456055
10	0.5	0.2	50	0	4	1063	0.010715484619140625
10	0.5	0.2	51	1	3	575	0.005786895751953125
10	0.5	0.2	52	0	2	101	0.0019693374633789062
10	0.5	0.2	53	1	3	114	0.0021131038665771484
10	0.5	0.2	54	0	4	302	0.003755807876586914
10	0.5	0.2	55	3	1	48	0.0007336139678955078
10	0.5	0.2	56	0	3	362	0.005688667297363281
10	0.5	0.2	57	0	3	44	0.0017712116241455078
10	0.5	0.2	58	0	4	544	0.007577657699584961
10	0.5	0.2	59	0	3	136	0.002526998519897461
10	0.5	0.2	60	0	3	178	0.0027511119842529297
10	0.5	0.2	61	0	2	179	0.0026264190673828125
10	0.5	0.2	62	5	2	97	0.0015060901641845703
10	0.5	0.2	63	0	3	240	0.0031316280364990234
10	0.5	0.2	64	1	2	69	0.001592397689819336
10	0.5	0.2	65	0	2	108	0.002444028854370117
10	0.5	0.2	66	0	2	137	0.0019638538360595703
10	0.5	0.2	67	0	3	130	0.002366781234741211
10	0.5	0.2	68	2	2	103	0.0016274452209472656
10	0.5	0.2	69	0	4	107	0.002232074737548828
10	0.5	0.2	70	0	4	241	0.003414630889892578
10	0.5	0.2	71	0	1	38	0.0011343955993652344
10	0.5	0.2	72	0	2	123	0.0021750926971435547
10	0.5	0.2	73	0	5	1238	0.013297557830810547
10	0.5	0.2	74	0	3	272	0.0035066604614257812
10	0.5	0.2	75	1	2	78	0.0013384819030761719
10	0.5	0.2	76	0	4	858	0.008849143981933594
10	0.5	0.2	77	0	4	600	0.007691383361816406
10	0.5	0.2	78	1	2	61	0.001417398452758789
10	0.5	0.2	79	0	3	919	0.010172605514526367
10	0.5	0.2	80	0	4	1386	0.01461172103881836
10	0.5	0.2	81	0	3	88	0.0023679733276367188
10	0.5	0.2	82	0	5	3300	0.041901350021362305
10	0.5	0.2	83	0	4	931	0.014171123504638672
10	0.5	0.2	84	1	4	1509	0.014417886734008789
10	0.5	0.2	85	0	2	207	0.0027647018432617188
10	0.5	0.2	86	0	4	256	0.003955841064453125
10	0.5	0.2	87	0	2	135	0.0019431114196777344
10	0.5	0.2	88	2	3	575	0.0069234371185302734
10	0.5	0.2	89	0	3	379	0.005127668380737305
10	0.5	0.2	90	0	4	1854	0.026638031005859375
10	0.5	0.2	91	0	3	112	0.0021758079528808594
10	0.5	0.2	92	0	2	71	0.0017545223236083984
10	0.5	0.2	93	0	4	66	0.0021948814392089844
10	0.5	0.2	94	1	3	165	0.0022516250610351562
10	0.5	0.2	95	0	3	78	0.0019495487213134766
10	0.5	0.2	96	4	2	177	0.0024139881134033203
10	0.5	0.2	97	0	3	569	0.006441354751586914
10	0.5	0.2	98	0	3	164	0.002670764923095703
10	0.5	0.2	99	0	5	485	0.0057523250579833984
10	0.5	0.3	0	0	3	212	0.003212451934814453
10	0.5	0.3	1	0	1	52	0.0007891654968261719
10	0.5	0.3	2	0	5	1259	0.014801025390625
10	0.5	0.3	3	0	4	562	0.005508899688720703
10	0.5	0.3	4	1	3	308	0.004637956619262695
10	0.5	0.3	5	0	4	579	0.008187055587768555
10	0.5	0.3	6	1	4	495	0.004764080047607422
10	0.5	0.3	7	0	3	289	0.00438380241394043
10	0.5	0.3	8	0	4	170	0.0035657882690429688
10	0.5	0.3	9	0	2	121	0.0019154548645019531
10	0.5	0.3	10	1	4	321	0.0038309097290039062
10	0.5	0.3	11	0	4	817	0.00974583625793457
10	0.5	0.3	12	0	4	849	0.010152101516723633
10	0.5	0.3	13	1	4	977	0.009904623031616211
10	0.5	0.3	14	0	1	46	0.0009171962738037109
10	0.5	0.3	15	0	2	62	0.0019228458404541016
10	0.5	0.3	16	2	2	144	0.0025565624237060547
10	0.5	0.3	17	0	2	130	0.0018472671508789062
10	0.5	0.3	18	0	5	416	0.004357099533081055
10	0.5	0.3	19	2	3	126	0.0016829967498779297
10	0.5	0.3	20	1	3	229	0.0028204917907714844
10	0.5	0.3	21	0	4	673	0.008459806442260742
10	0.5	0.3	22	1	2	104	0.0020132064819335938
10	0.5	0.3	23	2	2	88	0.0015268325805664062
10	0.5	0.3	24	1	3	248	0.0032722949981689453
10	0.5	0.3	25	1	4	1097	0.009661197662353516
10	0.5	0.3	26	1	4	528	0.005692005157470703
10	0.5	0.3	27	0	3	191	0.0027170181274414062
10	0.5	0.3	28	2	3	397	0.004269123077392578
10	0.5	0.3	29	0	4	1933	0.017179250717163086
10	0.5	0.3	30	0	3	151	0.0027403831481933594
10	0.5	0.3	31	0	5	288	0.0037453174591064453
10	0.5	0.3	32	0	3	160	0.002850770950317383
10	0.5	0.3	33	2	2	57	0.0011141300201416016
10	0.5	0.3	34	0	2	142	0.002834796905517578
10	0.5	0.3	35	0	3	518	0.005470752716064453
10	0.5	0.3	36	1	3	1104	0.011595010757446289
10	0.5	0.3	37	0	4	567	0.006713151931762695
10	0.5	0.3	38	0	4	282	0.00428318977355957
10	0.5	0.3	39	1	2	92	0.0016932487487792969
10	0.5	0.3	40	0	3	333	0.004400491714477539
10	0.5	0.3	41	0	4	514	0.006334781646728516
10	0.5	0.3	42	1	4	929	0.010509490966796875
10	0.5	0.3	43	0	3	384	0.005242109298706055
10	0.5	0.3	44	0	4	231	0.0037076473236083984
10	0.5	0.3	45	0	3	170	0.0033490657806396484
10	0.5	0.3	46	0	3	186	0.002916574478149414
10	0.5	0.3	47	1	4	1435	0.01240682601928711
10	0.5	0.3	48	1	4	889	0.011105775833129883
10	0.5	0.3	49	0	3	258	0.0037550926208496094
10	0.5	0.3	50	1	4	112	0.002306222915649414
10	0.5	0.3	51	1	4	395	0.004904747009277344
10	0.5	0.3	52	3	3	223	0.0028214454650878906
10	0.5	0.3	53	1	5	862	0.008195877075195312
10	0.5	0.3	54	0	7	5280	0.04761958122253418
10	0.5	0.3	55	0	4	96	0.0025174617767333984
10	0.5	0.3	56	2	3	206	0.003058195114135742
10	0.5	0.3	57	0	4	493	0.005810737609863281
10	0.5	0.3	58	1	5	1946	0.021304845809936523
10	0.5	0.3	59	0	4	462	0.005845546722412109
10	0.5	0.3	60	0	3	304	0.004389524459838867
10	0.5	0.3	61	0	5	538	0.007587432861328125
10	0.5	0.3	62	1	4	550	0.007017374038696289
10	0.5	0.3	63	0	4	2633	0.030890703201293945
10	0.5	0.3	64	0	2	80	0.0019791126251220703
10	0.5	0.3	65	2	3	1216	0.013063907623291016
10	0.5	0.3	66	0	4	399	0.00574803352355957
10	0.5	0.3	67	1	4	760	0.008061647415161133
10	0.5	0.3	68	3	1	45	0.0008864402770996094
10	0.5	0.3	69	5	2	61	0.0008990764617919922
10	0.5	0.3	70	1	3	102	0.0017936229705810547
10	0.5	0.3	71	0	7	3696	0.038980722427368164
10	0.5	0.3	72	1	2	79	0.0016837120056152344
10	0.5	0.3	73	0	3	774	0.008999824523925781
10	0.5	0.3	74	0	4	732	0.009002923965454102
10	0.5	0.3	75	0	3	1132	0.012840747833251953
10	0.5	0.3	76	0	2	37	0.0015876293182373047
10	0.5	0.3	77	0	4	199	0.003094911575317383
10	0.5	0.3	78	0	3	307	0.005446434020996094
10	0.5	0.3	79	0	5	674	0.0078046321868896484
10	0.5	0.3	80	1	4	205	0.0030717849731445312
10	0.5	0.3	81	0	5	860	0.01001286506652832
10	0.5	0.3	82	0	3	791	0.009468317031860352
10	0.5	0.3	83	0	2	192	0.003094911575317383
10	0.5	0.3	84	1	3	343	0.0038940906524658203
10	0.5	0.3	85	0	3	258	0.004536867141723633
10	0.5	0.3	86	0	4	688	0.00920724868774414
10	0.5	0.3	87	0	3	339	0.005947113037109375
10	0.5	0.3	88	0	5	5712	0.05724596977233887
10	0.5	0.3	89	2	3	199	0.0025911331176757812
10	0.5	0.3	90	3	3	204	0.002734661102294922
10	0.5	0.3	91	0	3	595	0.007190227508544922
10	0.5	0.3	92	0	4	250	0.004009723663330078
10	0.5	0.3	93	0	3	151	0.0032625198364257812
10	0.5	0.3	94	1	4	961	0.010799884796142578
10	0.5	0.3	95	1	5	1338	0.01600360870361328
10	0.5	0.3	96	0	3	126	0.002166271209716797
10	0.5	0.3	97	0	3	738	0.008583784103393555
10	0.5	0.3	98	0	2	112	0.002154827117919922
10	0.5	0.3	99	4	1	47	0.00067138671875
10	0.5	0.5	0	0	3	176	0.0030219554901123047
10	0.5	0.5	1	0	3	130	0.0028197765350341797
10	0.5	0.5	2	0	4	239	0.0032520294189453125
10	0.5	0.5	3	0	5	252	0.0036742687225341797
10	0.5	0.5	4	0	5	397	0.00580906867980957
10	0.5	0.5	5	0	3	72	0.0022368431091308594
10	0.5	0.5	6	0	4	151	0.00299835205078125
10	0.5	0.5	7	0	3	249	0.003936052322387695
10	0.5	0.5	8	0	3	148	0.003299236297607422
10	0.5	0.5	9	0	5	526	0.0066928863525390625
10	0.5	0.5	10	0	3	254	0.0035011768341064453
10	0.5	0.5	11	0	6	240	0.0039424896240234375
10	0.5	0.5	12	1	3	247	0.0030765533447265625
10	0.5	0.5	13	0	5	856	0.010282039642333984
10	0.5	0.5	14	1	3	391	0.004761695861816406
10	0.5	0.5	15	0	5	962	0.009527206420898438
10	0.5	0.5	16	0	5	1130	0.013329267501831055
10	0.5	0.5	17	0	3	160	0.003087759017944336
10	0.5	0.5	18	0	5	2701	0.030025243759155273
10	0.5	0.5	19	0	4	733	0.0076770782470703125
10	0.5	0.5	20	0	5	253	0.004033803939819336
10	0.5	0.5	21	0	4	56	0.002391338348388672
10	0.5	0.5	22	0	5	130	0.0028715133666992188
10	0.5	0.5	23	0	6	567	0.00617218017578125
10	0.5	0.5	24	0	3	87	0.002038717269897461
10	0.5	0.5	25	0	4	104	0.002977132797241211
10	0.5	0.5	26	1	5	523	0.0053403377532958984
10	0.5	0.5	27	0	4	560	0.008834123611450195
10	0.5	0.5	28	0	6	928	0.008785009384155273
10	0.5	0.5	29	0	5	480	0.00565338134765625
10	0.5	0.5	30	0	4	186	0.0030870437622070312
10	0.5	0.5	31	0	6	5525	0.05158209800720215
10	0.5	0.5	32	0	4	3842	0.04083418846130371
10	0.5	0.5	33	0	5	839	0.009244918823242188
10	0.5	0.5	34	0	5	78	0.0029726028442382812
10	0.5	0.5	35	0	5	985	0.012328624725341797
10	0.5	0.5	36	0	4	120	0.0029048919677734375
10	0.5	0.5	37	0	5	141	0.0026628971099853516
10	0.5	0.5	38	0	3	226	0.0030188560485839844
10	0.5	0.5	39	0	6	1375	0.016475915908813477
10	0.5	0.5	40	0	5	230	0.0034422874450683594
10	0.5	0.5	41	0	4	218	0.00440526008605957
10	0.5	0.5	42	0	4	256	0.004475831985473633
10	0.5	0.5	43	1	5	713	0.009553194046020508
10	0.5	0.5	44	0	6	696	0.009369850158691406
10	0.5	0.5	45	1	4	1081	0.010830879211425781
10	0.5	0.5	46	1	3	389	0.00557708740234375
10	0.5	0.5	47	0	5	380	0.004932403564453125
10	0.5	0.5	48	0	4	213	0.0035550594329833984
10	0.5	0.5	49	0	4	275	0.0042531490325927734
10	0.5	0.5	50	0	4	480	0.005953073501586914
10	0.5	0.5	51	1	4	327	0.004084348678588867
10	0.5	0.5	52	0	5	276	0.003883838653564453
10	0.5	0.5	53	1	4	909	0.009470462799072266
10	0.5	0.5	54	1	3	180	0.003258943557739258
10	0.5	0.5	55	1	4	239	0.003825664520263672
10	0.5	0.5	56	0	4	370	0.005833625793457031
10	0.5	0.5	57	0	6	1286	0.010864973068237305
10	0.5	0.5	58	0	5	1270	0.013339519500732422
10	0.5	0.5	59	1	3	177	0.002815723419189453
10	0.5	0.5	60	1	2	101	0.001842498779296875
10	0.5	0.5	61	0	4	142	0.003174304962158203
10	0.5	0.5	62	0	2	161	0.002759218215942383
10	0.5	0.5	63	0	6	3872	0.0321965217590332
10	0.5	0.5	64	0	5	63	0.002694368362426758
10	0.5	0.5	65	0	3	110	0.0026035308837890625
10	0.5	0.5	66	0	4	850	0.012369394302368164
10	0.5	0.5	67	1	4	262	0.0032749176025390625
10	0.5	0.5	68	0	6	47	0.002563953399658203
10	0.5	0.5	69	0	4	69	0.0026776790618896484
10	0.5	0.5	70	2	2	93	0.001775503158569336
10	0.5	0.5	71	0	4	564	0.006238698959350586
10	0.5	0.5	72	0	3	260	0.004247426986694336
10	0.5	0.5	73	0	4	366	0.005148649215698242
10	0.5	0.5	74	0	5	790	0.009052753448486328
10	0.5	0.5	75	0	3	459	0.005345821380615234
10	0.5	0.5	76	0	3	119	0.0026350021362304688
10	0.5	0.5	77	5	2	101	0.0014743804931640625
10	0.5	0.5	78	2	2	68	0.0018372535705566406
10	0.5	0.5	79	0	4	129	0.0029304027557373047
10	0.5	0.5	80	0	4	869	0.009702920913696289
10	0.5	0.5	81	0	4	383	0.004915475845336914
10	0.5	0.5	82	0	3	308	0.004118919372558594
10	0.5	0.5	83	0	5	2715	0.02525782585144043
10	0.5	0.5	84	1	5	576	0.0055811405181884766
10	0.5	0.5	85	1	5	1920	0.018952608108520508
10	0.5	0.5	86	0	5	219	0.004033803939819336
10	0.5	0.5	87	0	5	312	0.004606485366821289
10	0.5	0.5	88	0	4	328	0.004452228546142578
10	0.5	0.5	89	1	5	3122	0.025991201400756836
10	0.5	0.5	90	0	4	212	0.003237009048461914
10	0.5	0.5	91	0	3	119	0.0029315948486328125
10	0.5	0.5	92	0	3	18	0.002300262451171875
10	0.5	0.5	93	0	5	858	0.01150822639465332
10	0.5	0.5	94	1	4	107	0.0024900436401367188
10	0.5	0.5	95	0	2	71	0.0010402202606201172
10	0.5	0.5	96	0	4	132	0.0027017593383789062
10	0.5	0.5	97	0	4	98	0.002685546875
10	0.5	0.5	98	0	5	248	0.0038979053497314453
10	0.5	0.5	99	0	5	3159	0.03815054893493652
10	0.5	0.9	0	0	5	550	0.0064084529876708984
10	0.5	0.9	1	0	4	335	0.00431060791015625
10	0.5	0.9	2	0	3	48	0.002187013626098633
10	0.5	0.9	3	0	3	31	0.002402782440185547
10	0.5	0.9	4	0	5	508	0.007467985153198242
10	0.5	0.9	5	0	4	178	0.0032491683959960938
10	0.5	0.9	6	0	3	100	0.0022869110107421875
10	0.5	0.9	7	0	5	112	0.002955198287963867
10	0.5	0.9	8	0	4	141	0.002808094024658203
10	0.5	0.9	9	0	4	60	0.0024328231811523438
10	0.5	0.9	10	0	6	245	0.0038385391235351562
10	0.5	0.9	11	0	4	116	0.002735614776611328
10	0.5	0.9	12	0	4	84	0.0028238296508789062
10	0.5	0.9	13	1	4	212	0.003420114517211914
10	0.5	0.9	14	1	5	361	0.0048351287841796875
10	0.5	0.9	15	1	4	107	0.0025501251220703125
10	0.5	0.9	16	0	4	37	0.002614736557006836
10	0.5	0.9	17	0	5	49	0.0026559829711914062
10	0.5	0.9	18	0	4	17	0.002892732620239258
10	0.5	0.9	19	0	4	220	0.004411935806274414
10	0.5	0.9	20	0	5	51	0.0025162696838378906
10	0.5	0.9	21	0	5	67	0.0026628971099853516
10	0.5	0.9	22	0	3	120	0.002602815628051758
10	0.5	0.9	23	0	6	984	0.009954690933227539
10	0.5	0.9	24	0	5	21	0.0026564598083496094
10	0.5	0.9	25	0	5	294	0.003675222396850586
10	0.5	0.9	26	0	4	492	0.005667924880981445
10	0.5	0.9	27	0	4	100	0.0027611255645751953
10	0.5	0.9	28	0	4	48	0.0025267601013183594
10	0.5	0.9	29	0	5	34	0.0025110244750976562
10	0.5	0.9	30	0	5	79	0.0025310516357421875
10	0.5	0.9	31	0	4	363	0.00448155403137207
10	0.5	0.9	32	0	4	91	0.00269317626953125
10	0.5	0.9	33	0	4	79	0.002804994583129883
10	0.5	0.9	34	0	6	86	0.0029158592224121094
10	0.5	0.9	35	0	5	209	0.0033423900604248047
10	0.5	0.9	36	0	4	179	0.0029449462890625
10	0.5	0.9	37	0	4	98	0.002626657485961914
10	0.5	0.9	38	1	4	112	0.0026988983154296875
10	0.5	0.9	39	0	6	94	0.0029039382934570312
10	0.5	0.9	40	0	3	244	0.0036401748657226562
10	0.5	0.9	41	0	4	64	0.00257110595703125
10	0.5	0.9	42	0	4	59	0.0025920867919921875
10	0.5	0.9	43	0	4	89	0.002788543701171875
10	0.5	0.9	44	0	5	67	0.0025680065155029297
10	0.5	0.9	45	0	3	216	0.0035958290100097656
10	0.5	0.9	46	0	5	92	0.0028226375579833984
10	0.5	0.9	47	0	3	24	0.0024385452270507812
10	0.5	0.9	48	0	4	222	0.004308223724365234
10	0.5	0.9	49	0	5	39	0.0024802684783935547
10	0.5	0.9	50	0	5	1028	0.013616800308227539
10	0.5	0.9	51	0	4	40	0.002714872360229492
10	0.5	0.9	52	0	3	26	0.002476215362548828
10	0.5	0.9	53	0	3	189	0.0031805038452148438
10	0.5	0.9	54	0	4	105	0.0028505325317382812
10	0.5	0.9	55	0	4	273	0.003948211669921875
10	0.5	0.9	56	0	4	59	0.0024347305297851562
10	0.5	0.9	57	0	5	41	0.0026476383209228516
10	0.5	0.9	58	0	3	22	0.002454996109008789
10	0.5	0.9	59	0	5	226	0.004021406173706055
10	0.5	0.9	60	0	5	80	0.0030367374420166016
10	0.5	0.9	61	0	4	115	0.003076314926147461
10	0.5	0.9	62	0	5	103	0.002944469451904297
10	0.5	0.9	63	0	6	171	0.003110647201538086
10	0.5	0.9	64	0	4	83	0.0028302669525146484
10	0.5	0.9	65	0	5	114	0.003091096878051758
10	0.5	0.9	66	0	5	155	0.003307819366455078
10	0.5	0.9	67	0	5	717	0.008238554000854492
10	0.5	0.9	68	0	4	18	0.0026404857635498047
10	0.5	0.9	69	0	4	55	0.002446413040161133
10	0.5	0.9	70	0	4	35	0.0024347305297851562
10	0.5	0.9	71	0	6	42	0.002710103988647461
10	0.5	0.9	72	0	4	24	0.002632617950439453
10	0.5	0.9	73	0	4	106	0.002811908721923828
10	0.5	0.9	74	0	4	93	0.0027632713317871094
10	0.5	0.9	75	0	7	199	0.0036253929138183594
10	0.5	0.9	76	0	3	49	0.0024988651275634766
10	0.5	0.9	77	0	5	676	0.008470296859741211
10	0.5	0.9	78	0	4	15	0.002492666244506836
10	0.5	0.9	79	0	5	1285	0.012617349624633789
10	0.5	0.9	80	0	5	386	0.004350423812866211
10	0.5	0.9	81	0	3	40	0.0021576881408691406
10	0.5	0.9	82	0	5	12	0.0026869773864746094
10	0.5	0.9	83	0	4	116	0.0028731822967529297
10	0.5	0.9	84	0	5	45	0.0027341842651367188
10	0.5	0.9	85	0	4	99	0.0028100013732910156
10	0.5	0.9	86	0	5	217	0.0032961368560791016
10	0.5	0.9	87	0	4	84	0.002628326416015625
10	0.5	0.9	88	1	4	40	0.00229644775390625
10	0.5	0.9	89	0	5	64	0.0024573802947998047
10	0.5	0.9	90	0	5	609	0.005868434906005859
10	0.5	0.9	91	0	4	33	0.0025093555450439453
10	0.5	0.9	92	0	7	445	0.0053484439849853516
10	0.5	0.9	93	0	5	106	0.003053426742553711
10	0.5	0.9	94	0	5	208	0.003745555877685547
10	0.5	0.9	95	0	5	149	0.00342559814453125
10	0.5	0.9	96	0	3	263	0.004045963287353516
10	0.5	0.9	97	0	4	167	0.0031919479370117188
10	0.5	0.9	98	0	4	181	0.0032508373260498047
10	0.5	0.9	99	0	4	12	0.0023751258850097656
