m	n	phi	pmax	batch	rule	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
10	1000	0.5	0.9	0	Borda	(0,)	8010.0206344823055	7469.020634482323	170	0.14154934883117676	0.00359344482421875	14.394353866577148	14.585676431655884
10	1000	0.1	0.9	0	Plurality	(0,)	943.0135191761424	430.0135191761424	712	0.13924717903137207	0.0008060932159423828	1.5714647769927979	1.7184522151947021
10	1000	0.1	0.9	0	2-approval	(0,)	992.9465976606798	910.9465976606783	147	0.17731881141662598	0.0027780532836914062	5.693870544433594	5.894721984863281
10	1000	0.1	0.9	0	Borda	(0,)	8911.211458163647	8125.211458163666	270	0.1375284194946289	0.0030384063720703125	10.222049713134766	10.395254850387573
10	1000	0.5	0.9	3	Plurality	(0,)	581.3931311976469	342.39313119764773	429	0.1352062225341797	0.0017178058624267578	3.545945167541504	3.699063777923584
10	1000	0.5	0.9	3	2-approval	(0,)	782.1917332611835	613.1917332611844	290	0.17562317848205566	0.0023660659790039062	5.513300180435181	5.713259935379028
10	1000	0.5	0.9	3	Borda	(0,)	8065.460791090131	7463.460791090146	199	0.17902112007141113	0.0034592151641845703	13.856842756271362	14.081032037734985
10	1000	0.1	0.9	3	Plurality	(0,)	937.4847367544698	426.4847367544706	740	0.13790345191955566	0.0007388591766357422	1.4939491748809814	1.6387367248535156
10	1000	0.1	0.9	3	2-approval	(0,)	990.7055929955744	916.7055929955741	129	0.1812589168548584	0.002815723419189453	5.961667776107788	6.166729211807251
10	1000	0.1	0.9	3	Borda	(0,)	8905.567309513568	8141.567309513612	259	0.1348249912261963	0.003012418746948242	10.610926151275635	10.779620170593262
10	1000	0.1	0.9	9	Plurality	(0,)	933.9980826711956	435.99808267119596	714	0.1822667121887207	0.0008180141448974609	1.5703279972076416	1.7600367069244385
10	1000	0.1	0.9	9	2-approval	(0,)	985.3001547174696	916.3001547174689	120	0.13588976860046387	0.0029289722442626953	5.991016626358032	6.151658296585083
10	1000	0.1	0.9	9	Borda	(0,)	8891.005150131437	8132.005150131432	246	0.1399672031402588	0.003149747848510742	10.805750131607056	10.982831716537476
10	1000	0.5	0.9	9	Plurality	(0,)	594.9451803851391	357.9451803851395	430	0.13672709465026855	0.0016703605651855469	3.375063419342041	3.528306007385254
10	1000	0.5	0.9	9	2-approval	(0,)	790.9968419058816	636.996841905882	276	0.13542914390563965	0.002320528030395508	5.300225257873535	5.45876145362854
10	1000	0.5	0.9	9	Borda	(0,)	8118.38637000385	7529.386370003855	192	0.13799333572387695	0.003546476364135742	14.193300485610962	14.375903129577637
10	1000	0.5	0.9	6	Plurality	(0,)	539.8000901958034	343.8000901958045	338	0.13938093185424805	0.0018570423126220703	3.6820080280303955	3.8414087295532227
10	1000	0.5	0.9	6	2-approval	(0,)	762.4260311789532	610.4260311789532	278	0.17420053482055664	0.0024025440216064453	5.499583959579468	5.697978258132935
10	1000	0.5	0.9	6	Borda	(0,)	8017.997080263596	7477.997080263616	190	0.18603253364562988	0.003512859344482422	13.708982944488525	13.940889358520508
10	1000	0.1	0.9	6	Plurality	(0,)	935.9426109312669	429.94261093126755	738	0.13420915603637695	0.0007278919219970703	1.3805127143859863	1.5215847492218018
10	1000	0.1	0.9	6	2-approval	(0,)	988.8692139820398	908.8692139820396	155	0.17986249923706055	0.002702474594116211	5.574076890945435	5.777122497558594
10	1000	0.1	0.9	6	Borda	(0,)	8900.608581620709	8129.608581620721	266	0.13409805297851562	0.0030667781829833984	10.32947587966919	10.49860668182373
10	1000	0.9	0.9	0	Plurality	(0,)	171.25655349417056	148.25655349417033	101	0.1407158374786377	0.0029289722442626953	7.246462821960449	7.436848402023315
10	1000	0.9	0.9	0	2-approval	(0,)	312.8422231283508	288.84222312835027	76	0.18277573585510254	0.0035026073455810547	10.85254693031311	11.09175968170166
10	1000	0.9	0.9	0	Borda	(0,)	5317.188617144603	5268.188617144606	12	0.1768965721130371	0.00505518913269043	36.243706941604614	36.53039503097534
10	1000	0.9	0.9	3	Plurality	(0,)	163.8867099881661	145.8867099881663	90	0.14172101020812988	0.0028340816497802734	6.335777759552002	6.526625871658325
10	1000	0.9	0.9	3	2-approval	(0,)	306.740277954838	277.74027795483767	99	0.13703036308288574	0.0035047531127929688	9.635860681533813	9.830276727676392
10	1000	0.9	0.9	3	Borda	(0,)	5440.745527550497	5193.745527550506	69	0.17900896072387695	0.004929304122924805	31.57882595062256	31.865984201431274
10	1000	0.9	0.9	9	Plurality	(0,)	157.52126798220857	146.52126798220837	41	0.13995099067687988	0.003091096878051758	6.868304967880249	7.05975079536438
10	1000	0.9	0.9	9	2-approval	(0,)	304.1554546849386	280.1554546849389	64	0.18313980102539062	0.003637075424194336	10.539439678192139	10.782063245773315
10	1000	0.9	0.9	9	Borda	(0,)	5451.491561955356	5263.491561955351	55	0.13801836967468262	0.00481867790222168	33.002158641815186	33.2475860118866
10	1000	0.9	0.9	6	Plurality	(0,)	173.16584469056716	152.16584469056724	99	0.13979220390319824	0.002910137176513672	6.327128887176514	6.516061067581177
10	1000	0.9	0.9	6	2-approval	(0,)	297.49072561629623	285.49072561629606	22	0.17538809776306152	0.0036611557006835938	9.817314863204956	10.052037715911865
10	1000	0.9	0.9	6	Borda	(0,)	5380.773913881521	5251.773913881521	40	0.17727398872375488	0.004998922348022461	31.314650297164917	31.60078740119934
10	1000	0.5	0.9	2	Plurality	(0,)	557.4063178673784	347.4063178673784	396	0.13856196403503418	0.0017614364624023438	3.3272392749786377	3.484321117401123
10	1000	0.5	0.9	2	2-approval	(0,)	766.8113646751482	613.8113646751491	270	0.17509198188781738	0.0024368762969970703	5.265210151672363	5.465831518173218
10	1000	0.5	0.9	2	Borda	(0,)	8045.450393981731	7449.450393981763	199	0.182020902633667	0.0035893917083740234	13.152777671813965	13.381608009338379
10	1000	0.1	0.9	2	Plurality	(0,)	934.1333206077315	445.1333206077326	710	0.1344916820526123	0.0008449554443359375	1.602874517440796	1.745051622390747
10	1000	0.1	0.9	2	2-approval	(0,)	992.7435912059727	904.7435912059727	165	0.17752480506896973	0.0026955604553222656	5.512466669082642	5.712743759155273
10	1000	0.1	0.9	2	Borda	(0,)	8903.345381531113	8126.345381531143	264	0.1716773509979248	0.0030646324157714844	10.188335657119751	10.395614862442017
10	1000	0.5	0.9	5	Plurality	(0,)	604.128903421294	357.12890342129595	447	0.13868069648742676	0.0015921592712402344	2.9837818145751953	3.1382100582122803
10	1000	0.5	0.9	5	2-approval	(0,)	807.5677432684405	636.5677432684405	315	0.13941431045532227	0.0022127628326416016	4.700009822845459	4.861302852630615
10	1000	0.5	0.9	5	Borda	(0,)	8160.159036345649	7514.159036345674	213	0.17148423194885254	0.003404378890991211	12.507722616195679	12.723416090011597
10	1000	0.1	0.9	5	Plurality	(0,)	947.9759070474915	445.97590704749325	709	0.13822507858276367	0.0008299350738525391	1.6835131645202637	1.829357385635376
10	1000	0.1	0.9	5	2-approval	(0,)	992.0911052725864	914.0911052725858	153	0.14270973205566406	0.0027990341186523438	5.830769062042236	5.997004985809326
10	1000	0.1	0.9	5	Borda	(0,)	8913.99780943299	8131.997809432998	257	0.13505840301513672	0.003084897994995117	10.772764682769775	10.943889617919922
10	1000	0.5	0.9	8	Plurality	(0,)	561.7550122476247	353.7550122476249	374	0.14008593559265137	0.0018181800842285156	3.5399978160858154	3.6988112926483154
10	1000	0.5	0.9	8	2-approval	(0,)	770.8689294438979	620.868929443898	257	0.17644476890563965	0.002511262893676758	5.597907304763794	5.799732685089111
10	1000	0.5	0.9	8	Borda	(0,)	8049.794529784369	7507.7945297843835	183	0.14030861854553223	0.003676891326904297	13.596872329711914	13.784419536590576
10	1000	0.1	0.9	8	Plurality	(0,)	945.6345187479195	430.63451874792094	722	0.1353590488433838	0.0008127689361572266	1.5533552169799805	1.6963155269622803
10	1000	0.1	0.9	8	2-approval	(0,)	992.4188630232368	903.4188630232361	154	0.17782354354858398	0.0028073787689208984	5.619684219360352	5.822652816772461
10	1000	0.1	0.9	8	Borda	(0,)	8912.901417754209	8115.901417754224	267	0.14081430435180664	0.0031173229217529297	10.165461778640747	10.342752695083618
10	1000	0.9	0.9	2	Plurality	(0,)	166.5340848901512	146.53408489015152	78	0.1424095630645752	0.0029256343841552734	6.410310983657837	6.603217124938965
10	1000	0.9	0.9	2	2-approval	(0,)	302.5314962351991	278.5314962351988	68	0.18397951126098633	0.0034236907958984375	9.183344841003418	9.423922538757324
10	1000	0.9	0.9	2	Borda	(0,)	5438.544250651452	5236.544250651449	69	0.1364424228668213	0.00477147102355957	29.879356622695923	30.12084698677063
10	1000	0.9	0.9	5	Plurality	(0,)	179.14574020159014	152.14574020159012	104	0.13924193382263184	0.0028600692749023438	5.862641334533691	6.048154354095459
10	1000	0.9	0.9	5	2-approval	(0,)	327.35896229108863	281.35896229108846	126	0.17945170402526855	0.00475621223449707	9.136329889297485	9.3718581199646
10	1000	0.9	0.9	5	Borda	(0,)	5446.134602996424	5223.13460299643	65	0.18040990829467773	0.004873991012573242	30.82937455177307	31.116737842559814
