m	n	phi	pmax	batch	rule	threads	pruning	grouping	winners	score_upper	score_lower	num_pruned_voters	t_vote_count_sec	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
10	1000	0.1	0.1	8	Plurality	1	True	True	(0,)	151.89675829123857	151.89675829122933	0	0.0033915042877197266	0.046604156494140625	0.003939628601074219	4.06722354888916	4.161630153656006
10	1000	0.1	0.1	8	2-approval	1	True	True	(0,)	297.95006543986676	286.9500654398577	11	0.0031425952911376953	0.04494333267211914	0.004387378692626953	7.423855781555176	7.529761791229248
10	1000	0.1	0.1	8	Borda	1	True	True	(0,)	5374.223218722775	5275.223218722777	11	0.0035631656646728516	0.09409880638122559	0.004647016525268555	14.2898588180542	14.459254026412964
10	1000	0.9	0.1	6	Plurality	1	True	True	(0,)	113.57282243975735	113.57282243974711	0	0.0034537315368652344	0.09383821487426758	0.004567623138427734	4.693446397781372	4.838311433792114
10	1000	0.9	0.1	6	2-approval	1	True	True	(0,)	230.16589105407823	222.165891054068	8	0.0032613277435302734	0.04831838607788086	0.004930257797241211	8.037684917449951	8.151477336883545
10	1000	0.9	0.1	6	Borda	1	True	True	(0,)	4759.496660257811	4687.496660257816	8	0.003246784210205078	0.04752993583679199	0.005038738250732422	14.854413986206055	14.97985315322876
10	1000	0.9	0.1	9	Plurality	1	True	True	(1,)	108.26721053889193	108.2672105388828	0	0.0030968189239501953	0.04666733741760254	0.004427194595336914	4.2973010540008545	4.3933703899383545
10	1000	0.9	0.1	9	2-approval	1	True	True	(1,)	214.3680002762634	214.36800027625276	0	0.0031347274780273438	0.04735922813415527	0.00477290153503418	7.236037254333496	7.346624851226807
10	1000	0.9	0.1	9	Borda	1	True	True	(1,)	4636.396717043671	4636.396717043671	0	0.0031538009643554688	0.04743146896362305	0.005023479461669922	13.214378356933594	13.339024066925049
10	100	0.5	0.1	0	Plurality	1	True	True	(0,)	17.27268398268389	15.272683982683969	2	0.00032591819763183594	0.005028963088989258	0.0004773139953613281	0.3796577453613281	0.3897848129272461
10	100	0.5	0.1	0	2-approval	1	True	True	(0,)	32.42298220298239	28.42298220298218	4	0.0002982616424560547	0.005035877227783203	0.0005059242248535156	0.5326075553894043	0.5440351963043213
10	100	0.5	0.1	0	Borda	1	True	True	(0,)	540.9100793650798	522.9100793650794	2	0.00034356117248535156	0.0050640106201171875	0.0005233287811279297	1.1067535877227783	1.1194815635681152
10	10000	0.5	0.1	3	Plurality	1	True	True	(0,)	1461.438953353873	1388.4389533531685	73	0.03387045860290527	0.4713599681854248	0.03266310691833496	34.08634424209595	34.95636200904846
10	10000	0.5	0.1	3	2-approval	1	True	True	(0,)	2740.125518389474	2667.125518389126	73	0.03390979766845703	0.37499308586120605	0.03517317771911621	61.00297713279724	61.88437747955322
10	10000	0.5	0.1	3	Borda	1	True	True	(0,)	51760.227384089834	51176.227384092366	73	0.033556461334228516	0.47409987449645996	0.0366823673248291	120.09127354621887	121.19091629981995
10	100	0.5	0.1	3	Plurality	1	True	True	(2,)	13.406547619047574	13.406547619047606	0	0.0003876686096191406	0.005438566207885742	0.0004851818084716797	0.3209810256958008	0.33152008056640625
10	100	0.5	0.1	3	2-approval	1	True	True	(2,)	26.06634920634939	26.06634920634918	0	0.00029730796813964844	0.004895687103271484	0.0005168914794921875	0.44295716285705566	0.45400285720825195
10	100	0.5	0.1	3	Borda	1	True	True	(2,)	506.85675925925966	506.85675925925926	0	0.0002892017364501953	0.0048503875732421875	0.0005116462707519531	0.8774497509002686	0.8895649909973145
10	10000	0.5	0.1	0	Plurality	1	True	True	(0,)	1461.6162124920834	1391.6162124914283	70	0.03372764587402344	0.4556465148925781	0.030813932418823242	34.73128700256348	35.581098794937134
10	10000	0.5	0.1	0	2-approval	1	True	True	(0,)	2789.4660423920373	2649.466042391684	140	0.03424668312072754	0.47348785400390625	0.03405904769897461	61.72655963897705	62.707788705825806
10	10000	0.5	0.1	0	Borda	1	True	True	(0,)	51864.44857527851	51234.448575280774	70	0.035626888275146484	0.37444233894348145	0.03737783432006836	122.38895320892334	123.4005217552185
10	10000	0.5	0.1	6	Plurality	1	True	True	(0,)	1465.0084292523015	1392.0084292516526	73	0.1275486946105957	0.3651256561279297	0.029416322708129883	33.44791841506958	34.28275394439697
10	10000	0.5	0.1	6	2-approval	1	True	True	(0,)	2805.905708234954	2663.905708234619	142	0.0336146354675293	0.4676370620727539	0.032364845275878906	59.90207481384277	60.85426688194275
10	10000	0.5	0.1	6	Borda	1	True	True	(0,)	52228.18342240856	50950.18342241083	142	0.11944389343261719	0.36237668991088867	0.03652834892272949	115.9622642993927	117.02735924720764
10	100	0.5	0.1	6	Plurality	1	True	True	(0,)	13.574821428571367	13.574821428571415	0	0.0003514289855957031	0.004899024963378906	0.0005068778991699219	0.3426511287689209	0.3528404235839844
10	100	0.5	0.1	6	2-approval	1	True	True	(0,)	26.307103174603352	26.307103174603146	0	0.00030159950256347656	0.004817962646484375	0.0004928112030029297	0.4762537479400635	0.4872462749481201
10	100	0.5	0.1	6	Borda	1	True	True	(0,)	512.3910459183678	512.3910459183672	0	0.0003058910369873047	0.004790306091308594	0.0005335807800292969	0.9181821346282959	0.930433988571167
10	10000	0.5	0.1	9	Plurality	1	True	True	(0,)	1474.1899492402088	1403.1899492395457	71	0.03602957725524902	0.47487902641296387	0.03117060661315918	34.26099419593811	35.13190412521362
10	10000	0.5	0.1	9	2-approval	1	True	True	(0,)	2810.9717108801783	2669.9717108798236	141	0.032681941986083984	0.3688235282897949	0.03517937660217285	61.19944882392883	62.071290254592896
10	10000	0.5	0.1	9	Borda	1	True	True	(0,)	52280.802269098196	51081.80226910075	141	0.03406381607055664	0.37226271629333496	0.036229848861694336	119.6913788318634	120.68170189857483
10	100	0.5	0.1	9	Plurality	1	True	True	(1,)	15.179999999999895	15.179999999999987	0	0.0003650188446044922	0.005397796630859375	0.000484466552734375	0.34586524963378906	0.35637760162353516
10	100	0.5	0.1	9	2-approval	1	True	True	(1,)	28.677037037037163	28.67703703703701	0	0.0002913475036621094	0.004750728607177734	0.00046515464782714844	0.48768162727355957	0.49849915504455566
10	100	0.5	0.1	9	Borda	1	True	True	(1,)	525.8074603174604	525.8074603174603	0	0.00029969215393066406	0.004716157913208008	0.0005180835723876953	0.8978466987609863	0.9097204208374023
10	1000	0.1	0.1	4	Plurality	1	True	True	(0,)	162.8606455215757	150.86064552156563	12	0.003061056137084961	0.043129920959472656	0.0037581920623779297	3.650817394256592	3.738983154296875
10	1000	0.1	0.1	4	2-approval	1	True	True	(0,)	306.48929801969314	284.48929801968325	22	0.002994537353515625	0.04398775100708008	0.004088401794433594	6.575507879257202	6.6764702796936035
10	1000	0.1	0.1	4	Borda	1	True	True	(0,)	5412.801254032071	5214.801254032068	22	0.003094196319580078	0.043477773666381836	0.0044362545013427734	12.526292324066162	12.639857769012451
10	1000	0.5	0.1	1	Plurality	1	True	True	(0,)	139.73271501742647	139.7327150174168	0	0.0031778812408447266	0.07984447479248047	0.003977060317993164	4.093724727630615	4.221046686172485
10	1000	0.5	0.1	1	2-approval	1	True	True	(0,)	277.590288161715	265.59028816170473	12	0.0037183761596679688	0.09473991394042969	0.004328250885009766	7.2516396045684814	7.4079909324646
10	1000	0.5	0.1	1	Borda	1	True	True	(0,)	5193.545853797221	5085.545853797228	12	0.0030679702758789062	0.04615449905395508	0.004738569259643555	13.888290643692017	14.009306192398071
10	1000	0.5	0.1	7	Plurality	1	True	True	(0,)	151.07950471390637	142.0795047138958	9	0.0031452178955078125	0.047154903411865234	0.0041239261627197266	4.121761083602905	4.217026233673096
10	1000	0.5	0.1	7	2-approval	1	True	True	(0,)	287.7588251932189	270.75882519320857	17	0.003084897994995117	0.04632568359375	0.0046045780181884766	7.421002388000488	7.529345512390137
10	1000	0.5	0.1	7	Borda	1	True	True	(0,)	5268.724103528202	5115.724103528215	17	0.003207683563232422	0.04692649841308594	0.004981517791748047	14.55346155166626	14.678688287734985
10	1000	0.1	0.1	1	Plurality	1	True	True	(0,)	162.5255545436406	151.5255545436307	11	0.002996683120727539	0.04468703269958496	0.003953695297241211	3.9413681030273438	4.03264594078064
10	1000	0.1	0.1	1	2-approval	1	True	True	(0,)	297.728276089233	286.7282760892231	11	0.0031104087829589844	0.04568958282470703	0.0043828487396240234	7.149180889129639	7.254872560501099
10	1000	0.1	0.1	1	Borda	1	True	True	(0,)	5357.388503046683	5269.388503046693	11	0.003333568572998047	0.045928001403808594	0.004781246185302734	14.332104206085205	14.453455924987793
10	1000	0.1	0.1	7	Plurality	1	True	True	(0,)	153.45347979092392	153.45347979091457	0	0.0032618045806884766	0.08592844009399414	0.003929615020751953	3.8744468688964844	4.007040739059448
10	1000	0.1	0.1	7	2-approval	1	True	True	(0,)	296.89005124326866	286.8900512432586	10	0.003165006637573242	0.08133745193481445	0.004307270050048828	6.920933961868286	7.061573266983032
10	1000	0.1	0.1	7	Borda	1	True	True	(0,)	5351.90914497073	5271.909144970734	10	0.0031533241271972656	0.04525947570800781	0.004628896713256836	13.748646259307861	13.867404222488403
10	1000	0.5	0.1	4	Plurality	1	True	True	(0,)	137.28574234503014	137.28574234501906	0	0.0031571388244628906	0.04510211944580078	0.0040013790130615234	3.816167116165161	3.9080772399902344
10	1000	0.5	0.1	4	2-approval	1	True	True	(0,)	275.108565832194	262.10856583218543	13	0.003444671630859375	0.04701995849609375	0.004525661468505859	6.743702173233032	6.850977182388306
10	1000	0.5	0.1	4	Borda	1	True	True	(0,)	5183.450135352522	5066.45013535253	13	0.003401517868041992	0.04593777656555176	0.004849433898925781	12.655868291854858	12.777515649795532
10	1000	0.9	0.1	2	Plurality	1	True	True	(0,)	109.25948015686747	109.25948015685728	0	0.0032186508178710938	0.08263421058654785	0.004304647445678711	4.29175066947937	4.423768043518066
10	1000	0.9	0.1	2	2-approval	1	True	True	(0,)	215.70318733136847	215.70318733135707	0	0.003185749053955078	0.04717111587524414	0.00468897819519043	7.24944281578064	7.358981132507324
10	1000	0.9	0.1	2	Borda	1	True	True	(2,)	4639.578877621087	4639.578877621083	0	0.0032835006713867188	0.04743456840515137	0.005000591278076172	13.427149057388306	13.551324605941772
10	1000	0.9	0.1	5	Plurality	1	True	True	(0,)	110.59025700264075	110.59025700263088	0	0.0031778812408447266	0.04718828201293945	0.004211902618408203	3.93384051322937	4.029214143753052
10	1000	0.9	0.1	5	2-approval	1	True	True	(0,)	218.37283649698057	218.37283649696985	0	0.0032494068145751953	0.08405423164367676	0.004629611968994141	6.748110055923462	6.893928527832031
10	1000	0.9	0.1	5	Borda	1	True	True	(0,)	4675.930321824557	4675.930321824564	0	0.0032253265380859375	0.04736042022705078	0.0049860477447509766	11.905862808227539	12.029087781906128
10	1000	0.9	0.1	8	Plurality	1	True	True	(0,)	109.87907088953872	109.87907088952984	0	0.003184795379638672	0.04685354232788086	0.0043141841888427734	4.255093812942505	4.351139307022095
10	1000	0.9	0.1	8	2-approval	1	True	True	(0,)	217.69754490346884	217.69754490345704	0	0.0031414031982421875	0.047086477279663086	0.004714012145996094	7.227625846862793	7.337578535079956
10	1000	0.9	0.1	8	Borda	1	True	True	(0,)	4677.249458813145	4677.249458813155	0	0.0029392242431640625	0.047545671463012695	0.0050084590911865234	13.143747329711914	13.267760515213013
10	10000	0.5	0.1	5	Plurality	1	True	True	(0,)	1472.3776227489625	1397.3776227482733	75	0.03316187858581543	0.4765326976776123	0.029811382293701172	35.09648680686951	35.957133293151855
10	10000	0.5	0.1	5	2-approval	1	True	True	(0,)	2813.6985441774514	2669.698544177143	144	0.03315925598144531	0.3699982166290283	0.03259992599487305	62.629472732543945	63.48755097389221
10	10000	0.5	0.1	5	Borda	1	True	True	(0,)	51965.94720193694	51290.94720193949	75	0.035112619400024414	0.3737211227416992	0.0376276969909668	124.62320327758789	125.62663793563843
10	100	0.5	0.1	5	Plurality	1	True	True	(0,)	17.636176470588197	14.636176470588223	3	0.0004036426544189453	0.005438327789306641	0.00048828125	0.38022780418395996	0.3910179138183594
10	100	0.5	0.1	5	2-approval	1	True	True	(0,)	30.65574074074089	27.65574074074072	3	0.00029158592224121094	0.004934549331665039	0.00049591064453125	0.5117418766021729	0.5228269100189209
10	100	0.5	0.1	5	Borda	1	True	True	(0,)	541.6404283380023	517.6404283380018	3	0.00032782554626464844	0.0052623748779296875	0.0005552768707275391	1.010227918624878	1.02325439453125
10	10000	0.5	0.1	2	Plurality	1	True	True	(0,)	1482.0437357168555	1404.043735716201	78	0.03410220146179199	0.4906125068664551	0.03123331069946289	35.45846915245056	36.34051728248596
10	10000	0.5	0.1	2	2-approval	1	True	True	(0,)	2826.0160543397997	2680.016054339437	146	0.03406095504760742	0.4592301845550537	0.03533220291137695	63.35610246658325	64.3238959312439
10	10000	0.5	0.1	2	Borda	1	True	True	(0,)	52374.34966133857	51060.3496613406	146	0.03588700294494629	0.4802255630493164	0.03666806221008301	126.46911954879761	127.57108950614929
10	100	0.5	0.1	2	Plurality	1	True	True	(0,)	14.652371794871762	14.652371794871783	0	0.0004138946533203125	0.005181789398193359	0.0004925727844238281	0.40611743927001953	0.4165842533111572
10	100	0.5	0.1	2	2-approval	1	True	True	(0,)	27.6744627594629	27.674462759462735	0	0.0002930164337158203	0.004947185516357422	0.0004818439483642578	0.5470132827758789	0.5582418441772461
10	100	0.5	0.1	2	Borda	1	True	True	(0,)	519.3262912087916	519.3262912087914	0	0.0002956390380859375	0.004960536956787109	0.0005505084991455078	1.1995203495025635	1.2123069763183594
10	100	0.5	0.1	8	Plurality	1	True	True	(1,)	14.595373500878205	14.595373500878196	0	0.00032258033752441406	0.005239009857177734	0.0005304813385009766	0.4564375877380371	0.46723413467407227
10	100	0.5	0.1	8	2-approval	1	True	True	(1,)	28.065272780064788	28.06527278006459	0	0.00032639503479003906	0.005776405334472656	0.0004906654357910156	0.6547651290893555	0.6671531200408936
10	100	0.5	0.1	8	Borda	1	True	True	(1,)	528.4362843353952	528.4362843353942	0	0.00031280517578125	0.0052373409271240234	0.0005266666412353516	1.5506386756896973	1.5641489028930664
10	10000	0.5	0.1	8	Plurality	1	True	True	(0,)	1457.6855128138623	1386.6855128131742	71	0.03415417671203613	0.45590639114379883	0.030326128005981445	33.81408476829529	34.64910840988159
10	10000	0.5	0.1	8	2-approval	1	True	True	(0,)	2736.2157336730734	2665.2157336727632	71	0.03288412094116211	0.3629312515258789	0.03421831130981445	60.46919822692871	61.32397246360779
10	10000	0.5	0.1	8	Borda	1	True	True	(0,)	51759.472397799735	51191.47239780218	71	0.036893606185913086	0.4709036350250244	0.03690671920776367	121.2741322517395	122.36499309539795
10	1000	0.5	0.1	0	Plurality	1	True	True	(0,)	153.77895305252426	143.77895305251525	10	0.0033545494079589844	0.04568004608154297	0.004030466079711914	3.62520432472229	3.7180559635162354
10	1000	0.5	0.1	0	2-approval	1	True	True	(0,)	289.78612373043865	271.78612373042967	18	0.0030095577239990234	0.0450587272644043	0.004161834716796875	6.3774094581604	6.480646133422852
10	1000	0.5	0.1	0	Borda	1	True	True	(0,)	5278.329954050904	5134.329954050899	18	0.002975940704345703	0.04559493064880371	0.004711151123046875	11.910458326339722	12.027220964431763
10	1000	0.1	0.1	0	Plurality	1	True	True	(0,)	148.19048334460567	148.1904833445963	0	0.0029511451721191406	0.07521915435791016	0.0036220550537109375	3.5234572887420654	3.642371416091919
10	1000	0.1	0.1	0	2-approval	1	True	True	(0,)	291.3860862321867	280.38608623217715	11	0.0029997825622558594	0.0420987606048584	0.004003047943115234	6.36988639831543	6.46710991859436
10	1000	0.1	0.1	0	Borda	1	True	True	(0,)	5315.196849664839	5216.196849664835	11	0.0032575130462646484	0.07552385330200195	0.0042438507080078125	12.065823316574097	12.209443092346191
10	1000	0.5	0.1	3	Plurality	1	True	True	(0,)	138.1419585070987	138.14195850708808	0	0.0030150413513183594	0.0795741081237793	0.003870248794555664	3.85091233253479	3.9761319160461426
10	1000	0.5	0.1	3	2-approval	1	True	True	(0,)	276.9584726432716	264.95847264326136	12	0.0037271976470947266	0.07674765586853027	0.004195213317871094	6.764963626861572	6.900932312011719
10	1000	0.5	0.1	3	Borda	1	True	True	(0,)	5219.267522886266	5111.267522886263	12	0.002973794937133789	0.043512821197509766	0.004611968994140625	13.198505163192749	13.313132286071777
10	1000	0.1	0.1	3	Plurality	1	True	True	(0,)	158.02816469905332	146.0281646990424	12	0.003026247024536133	0.04358792304992676	0.0040607452392578125	3.9920594692230225	4.082579612731934
10	1000	0.1	0.1	3	2-approval	1	True	True	(0,)	290.60944819245464	278.60944819244634	12	0.0032744407653808594	0.0437009334564209	0.004506587982177734	7.239213228225708	7.344008445739746
10	1000	0.1	0.1	3	Borda	1	True	True	(0,)	5304.272543763978	5196.272543763985	12	0.0034356117248535156	0.04505276679992676	0.00449371337890625	13.986905574798584	14.104134321212769
10	1000	0.1	0.1	9	Plurality	1	True	True	(0,)	149.10788286211908	149.10788286210953	0	0.0031380653381347656	0.04611063003540039	0.003904104232788086	3.9471070766448975	4.040141820907593
10	1000	0.1	0.1	9	2-approval	1	True	True	(0,)	284.84727013280116	284.84727013279064	0	0.003216981887817383	0.047022104263305664	0.0043866634368896484	7.098453760147095	7.205430507659912
10	1000	0.1	0.1	9	Borda	1	True	True	(0,)	5295.376684019612	5295.376684019613	0	0.0032258033752441406	0.04755282402038574	0.0047185420989990234	13.927787065505981	14.049865007400513
10	1000	0.5	0.1	9	Plurality	1	True	True	(0,)	141.4237569017205	141.4237569017109	0	0.003147602081298828	0.04684114456176758	0.004036664962768555	4.012285232543945	4.105949640274048
10	1000	0.5	0.1	9	2-approval	1	True	True	(0,)	280.1072910771968	269.10729107718697	11	0.0037064552307128906	0.04503917694091797	0.0044019222259521484	7.1308112144470215	7.236267566680908
10	1000	0.5	0.1	9	Borda	1	True	True	(0,)	5223.5713929226695	5124.571392922674	11	0.003202676773071289	0.04517769813537598	0.004715442657470703	13.577913999557495	13.697519063949585
10	1000	0.5	0.1	6	Plurality	1	True	True	(0,)	149.5885131749744	139.58851317496413	10	0.0031723976135253906	0.08090376853942871	0.0042688846588134766	3.5794456005096436	3.708272933959961
10	1000	0.5	0.1	6	2-approval	1	True	True	(0,)	285.0840296149873	266.08402961497666	19	0.003165721893310547	0.04486441612243652	0.0046994686126708984	6.334611654281616	6.440203666687012
10	1000	0.5	0.1	6	Borda	1	True	True	(0,)	5194.135001700486	5104.1350017005	10	0.0033969879150390625	0.08561897277832031	0.004775047302246094	11.643549919128418	11.801984071731567
10	1000	0.1	0.1	6	Plurality	1	True	True	(0,)	157.76839736796163	146.76839736795156	11	0.003309011459350586	0.04375648498535156	0.003816843032836914	3.835099220275879	3.9240918159484863
10	1000	0.1	0.1	6	2-approval	1	True	True	(0,)	290.64006398862364	279.6400639886137	11	0.0031061172485351562	0.043146371841430664	0.0041561126708984375	6.883025169372559	6.9831297397613525
10	1000	0.1	0.1	6	Borda	1	True	True	(0,)	5310.731378696297	5211.731378696288	11	0.0032503604888916016	0.08100414276123047	0.004519224166870117	13.646466970443726	13.799234390258789
10	1000	0.9	0.1	1	Plurality	1	True	True	(0,)	108.207350606919	108.20735060690951	0	0.0031998157501220703	0.04597878456115723	0.004192829132080078	3.9846277236938477	4.077841758728027
10	1000	0.9	0.1	1	2-approval	1	True	True	(0,)	213.3768080170338	213.37680801702228	0	0.0037076473236083984	0.0455019474029541	0.004555940628051758	6.732885122299194	6.839228868484497
10	1000	0.9	0.1	1	Borda	1	True	True	(2,)	4612.096943269601	4612.0969432696065	0	0.0031697750091552734	0.046553611755371094	0.004843235015869141	12.007567882537842	12.12717342376709
10	1000	0.9	0.1	4	Plurality	1	True	True	(1,)	110.8117777660632	110.81177776605406	0	0.003213644027709961	0.04759931564331055	0.004361152648925781	4.201461553573608	4.297927618026733
10	1000	0.9	0.1	4	2-approval	1	True	True	(1,)	218.7614056780424	218.76140567803083	0	0.003176450729370117	0.08589506149291992	0.004863739013671875	7.134500503540039	7.284309148788452
10	1000	0.9	0.1	4	Borda	1	True	True	(1,)	4682.103347433474	4682.103347433481	0	0.0038862228393554688	0.04973745346069336	0.0050771236419677734	13.241814613342285	13.370430707931519
10	1000	0.9	0.1	7	Plurality	1	True	True	(1,)	108.93963176390908	108.9396317639002	0	0.003198862075805664	0.046738624572753906	0.004408597946166992	4.34555721282959	4.44220495223999
10	1000	0.9	0.1	7	2-approval	1	True	True	(1,)	215.32877278398658	215.32877278397632	0	0.003272533416748047	0.046967267990112305	0.004781007766723633	7.3127968311309814	7.422628164291382
10	1000	0.9	0.1	7	Borda	1	True	True	(2,)	4644.259898001551	4644.259898001551	0	0.0032243728637695312	0.04645228385925293	0.005064964294433594	13.558659076690674	13.681958436965942
10	10000	0.5	0.1	1	Plurality	1	True	True	(0,)	1470.4156880152539	1394.4156880145792	76	0.03535938262939453	0.4906291961669922	0.03065633773803711	34.19897246360779	35.07826113700867
10	10000	0.5	0.1	1	2-approval	1	True	True	(0,)	2752.5197476002686	2676.519747599948	76	0.033046722412109375	0.45562744140625	0.03253483772277832	60.98264670372009	61.927478313446045
10	10000	0.5	0.1	1	Borda	1	True	True	(0,)	51881.737644338864	51197.73764434128	76	0.0333104133605957	0.476409912109375	0.03691911697387695	120.64872717857361	121.74778175354004
10	100	0.5	0.1	1	Plurality	1	True	True	(0,)	14.883333333333313	14.88333333333332	0	0.00040435791015625	0.005446672439575195	0.0004756450653076172	0.3592216968536377	0.3697786331176758
10	100	0.5	0.1	1	2-approval	1	True	True	(0,)	28.51407407407424	28.51407407407405	0	0.00029587745666503906	0.004704952239990234	0.0004696846008300781	0.5057401657104492	0.5165019035339355
10	100	0.5	0.1	1	Borda	1	True	True	(0,)	531.8002777777783	531.8002777777778	0	0.0003025531768798828	0.004720926284790039	0.0005135536193847656	1.0980844497680664	1.110347032546997
10	100	0.5	0.1	7	Plurality	1	True	True	(0,)	13.603414996287984	13.60341499628803	0	0.00032258033752441406	0.0053560733795166016	0.00048351287841796875	0.42867422103881836	0.4393436908721924
10	100	0.5	0.1	7	2-approval	1	True	True	(0,)	26.134522282963445	26.13452228296324	0	0.0003001689910888672	0.0056607723236083984	0.0005447864532470703	0.6292908191680908	0.6416549682617188
10	100	0.5	0.1	7	Borda	1	True	True	(0,)	506.9777170166511	506.9777170166507	0	0.00031185150146484375	0.005163431167602539	0.0005462169647216797	1.3115522861480713	1.3247768878936768
10	10000	0.5	0.1	4	Plurality	1	True	True	(0,)	1454.0770522005992	1383.0770521998872	71	0.03626680374145508	0.4672708511352539	0.030881881713867188	34.043731927871704	34.89912939071655
10	10000	0.5	0.1	4	2-approval	1	True	True	(0,)	2728.0504109467383	2657.0504109463673	71	0.03327298164367676	0.37256550788879395	0.03528094291687012	61.12802720069885	62.00227379798889
10	10000	0.5	0.1	4	Borda	1	True	True	(0,)	51635.64826387858	51067.6482638809	71	0.03460121154785156	0.476790189743042	0.03560829162597656	120.54999709129333	121.63731050491333
10	100	0.5	0.1	4	Plurality	1	True	True	(0,)	14.7630168558651	14.76301685586514	0	0.0003802776336669922	0.005595207214355469	0.0004837512969970703	0.4835624694824219	0.4945368766784668
10	100	0.5	0.1	4	2-approval	1	True	True	(0,)	30.457413304503245	27.457413304503064	3	0.0003311634063720703	0.005173683166503906	0.0005023479461669922	0.680649995803833	0.6923716068267822
10	100	0.5	0.1	4	Borda	1	True	True	(0,)	521.4627286704158	521.4627286704156	0	0.00031495094299316406	0.005048036575317383	0.0005195140838623047	1.5152995586395264	1.5282964706420898
10	10000	0.5	0.1	7	Plurality	1	True	True	(0,)	1460.7990631539237	1396.799063153288	64	0.03429889678955078	0.47800660133361816	0.030663490295410156	35.24346160888672	36.115729331970215
